rep,loglik,nu_true,nu_est,T_true,T_est,theta
1,-155.6998181841893,1.0,1.0263564866231634,1.5,1.5324370679464112,2437.4368453017405
2,-155.69982094719475,1.0,1.0263705914163126,1.5,1.532418222363859,2437.424316488231
3,-155.69981818291706,1.0,1.0263571366076334,1.5,1.532438111399107,2437.435585909169
4,-155.6998719003305,1.0,1.0261445280013353,1.5,1.5319444214031404,2437.901976911068
5,-155.69981829861453,1.0,1.0263425421944663,1.5,1.5324131764020512,2437.464401350015
6,-155.69982110583828,1.0,1.0263594328203838,1.5,1.5323975131671206,2437.4469345234224
7,-155.69981824698453,1.0,1.0263495691121498,1.5,1.5324204968585982,2437.4521985929728
8,-155.69981817974337,1.0,1.0263570167686138,1.5,1.5324376307428467,2437.435920937326
9,-155.69981838433006,1.0,1.0263559644035898,1.5,1.5324477074901968,2437.4337626611036
10,-155.6998182026066,1.0,1.026362528925166,1.5,1.532448004372789,2437.424696810671
11,-155.6998182728927,1.0,1.026365761003792,1.5,1.5324579714804016,2437.4167298403877
12,-155.69981818607866,1.0,1.0263595282779006,1.5,1.5324423816181378,2437.4307982218093
13,-155.6998181874947,1.0,1.0263561936714842,1.5,1.532434431643725,2437.4381856281984
14,-155.69981819641293,1.0,1.0263613146261374,1.5,1.5324466825769787,2437.4268257383656
15,-155.69981931112613,1.0,1.0263184491655883,1.5,1.5323590270962497,2437.5166051675455
16,-155.69982191756898,1.0,1.0264383151483953,1.5,1.5325741348176876,2437.2762709843514
17,-155.69981818733987,1.0,1.026358651109964,1.5,1.5324420573080533,2437.4321111192044
18,-155.69981822266828,1.0,1.0263511990439365,1.5,1.5324240493943013,2437.4487065488997
19,-155.6998181917756,1.0,1.0263597148106223,1.5,1.5324436359990525,2437.430096130124
20,-155.69981818336697,1.0,1.026357316902539,1.5,1.5324379173472111,2437.4354090493534
21,-155.6998181829669,1.0,1.026356553330258,1.5,1.5324369672812947,2437.436790207563
22,-155.69981818425015,1.0,1.026358382113807,1.5,1.5324396923734653,2437.4333218808206
23,-155.6998181847082,1.0,1.0263580704791873,1.5,1.5324402241477053,2437.4335575620835
24,-155.69981819018793,1.0,1.0263528441133565,1.5,1.5324306248944846,2437.444115471267
25,-155.69981819750518,1.0,1.0263534655123556,1.5,1.5324344569376414,2437.441900313972
26,-155.6998181867233,1.0,1.026354295210166,1.5,1.5324335228939419,2437.441101013205
27,-155.69981961392966,1.0,1.0264059559910619,1.5,1.5325127110694858,2437.3423433832204
28,-155.69982154960462,1.0,1.0263351465607484,1.5,1.5324469448518976,2437.462449795738
29,-155.69981876152977,1.0,1.0263367272278527,1.5,1.5323884476872747,2437.481160213994
30,-155.69981824653502,1.0,1.0263501391881433,1.5,1.532421267577167,2437.4511455124843
31,-155.69981818477058,1.0,1.0263564500448827,1.5,1.532437534018682,2437.436728971879
32,-155.70043241741303,1.0,1.0262047029974686,1.5,1.5315473745716741,2437.9615209640783
33,-155.69981818295744,1.0,1.0263558380846465,1.5,1.5324357303997822,2437.438207627149
34,-155.6998182001194,1.0,1.0263580502009526,1.5,1.5324363309807958,2437.434974051378
35,-155.69981820555725,1.0,1.026350491770726,1.5,1.532427259837825,2437.4485266632105
36,-155.6998183316345,1.0,1.0263404823916549,1.5,1.532409874875793,2437.4683906556356
37,-155.69981840014322,1.0,1.0263745921400356,1.5,1.5324619138314832,2437.4032700404314
38,-155.69981818409238,1.0,1.0263558846547216,1.5,1.5324350393403217,2437.4383906159524
39,-155.69981822396096,1.0,1.0263653833754858,1.5,1.5324521769856403,2437.419312283205
40,-155.69981820837035,1.0,1.0263633463588873,1.5,1.5324489461995936,2437.423245113833
41,-155.699820339245,1.0,1.026349852176392,1.5,1.5323879761052965,2437.4634136096897
42,-155.69981858202965,1.0,1.026376535235806,1.5,1.5324593944794698,2437.4015166581366
43,-155.6998181814947,1.0,1.026358143150972,1.5,1.5324395965762205,2437.4336822212363
44,-155.69981818540919,1.0,1.0263588452849641,1.5,1.532439731527779,2437.432675768875
45,-155.69981839510172,1.0,1.0263587376413255,1.5,1.5324287203500386,2437.436750706487
46,-155.69981914594712,1.0,1.0263327217652998,1.5,1.532376514075817,2437.4908847675283
47,-155.69981825808767,1.0,1.0263597062310947,1.5,1.5324492561505718,2437.428102949373
48,-155.6998183426856,1.0,1.0263474517324966,1.5,1.5324132034270905,2437.4576904948526
49,-155.69982699121715,1.0,1.0263482796154006,1.5,1.532346399109691,2437.4803924756557
50,-155.69981820452742,1.0,1.0263584297149975,1.5,1.5324440667658155,2437.4316964732657
