rep,loglik,nu_true,nu_est,T_true,T_est,theta
1,-282.48857016786496,1.0,0.999268664734052,1.5,1.49863673061664,250239.20765088632
2,-282.48857035066976,1.0,0.99926720559264,1.5,1.4986344370609785,250239.50215217052
3,-282.4885702352112,1.0,0.999268044088065,1.5,1.498635090390027,250239.3574141406
4,-282.48857074336047,1.0,0.99926559299699,1.5,1.4986310793994628,250239.85795562566
5,-282.48857014357054,1.0,0.9992691354941869,1.5,1.4986374729353027,250239.11254978323
6,-282.4885701416606,1.0,0.9992689284287963,1.5,1.498637077458237,250239.1569247351
7,-282.48857020032665,1.0,0.9992682280839519,1.5,1.4986353449916907,250239.32155393276
8,-282.4885709988448,1.0,0.9992716577084126,1.5,1.4986430880450752,250238.54267120073
9,-282.48857009482526,1.0,0.9992684381537277,1.5,1.4986360703870247,250239.264587576
10,-282.488570123307,1.0,0.9992688622892251,1.5,1.4986368853198706,250239.17352246033
11,-282.4885700816085,1.0,0.999268670978494,1.5,1.498636475245174,250239.21616437138
12,-282.48857012224835,1.0,0.9992682027880689,1.5,1.4986357318384675,250239.3109408149
13,-282.48857016094917,1.0,0.9992685580725266,1.5,1.4986363654453898,250239.23645878292
14,-282.4885702708161,1.0,0.999270022665736,1.5,1.4986389041947712,250238.93214059473
15,-282.48857017967384,1.0,0.9992694225361269,1.5,1.4986378795601947,250239.05626430703
16,-282.48857014328314,1.0,0.9992683060087433,1.5,1.498635844382874,250239.29193425403
17,-282.48857034098546,1.0,0.9992696828339896,1.5,1.4986392024004156,250238.97005358263
18,-282.48857037267953,1.0,0.9992705673913576,1.5,1.4986401415520119,250238.80815386013
19,-282.48857011626023,1.0,0.9992689052088325,1.5,1.4986369553874321,250239.1647673996
20,-282.48857047613274,1.0,0.9992707718057756,1.5,1.4986393786012224,250238.80685664073
21,-282.48857109789606,1.0,0.9992648949247819,1.5,1.498630890847168,250239.96535865637
22,-282.4885701405219,1.0,0.9992681772685176,1.5,1.4986358240206745,250239.31121208845
23,-282.4885701573803,1.0,0.9992686313250847,1.5,1.498636438972323,250239.22320839067
24,-282.48857011540895,1.0,0.9992687040841945,1.5,1.4986363981420074,250239.21424258282
25,-282.48857019619754,1.0,0.999268779009474,1.5,1.4986362103099464,250239.21038351516
26,-282.48857018310446,1.0,0.9992680476392999,1.5,1.4986351564822988,250239.35446554283
27,-282.48857019531715,1.0,0.999269344464311,1.5,1.4986379178990095,250239.06608413078
28,-282.4885701648127,1.0,0.9992678139483937,1.5,1.4986354802131805,250239.3761663807
29,-282.48857015205067,1.0,0.9992687569539803,1.5,1.4986366321158353,250239.19801648372
30,-282.48857015507747,1.0,0.9992689105196333,1.5,1.4986371867441028,250239.1554738336
31,-282.48857013066663,1.0,0.9992685239038984,1.5,1.498636293003761,250239.24404840334
32,-282.48857012717053,1.0,0.9992692098351212,1.5,1.4986375053849192,250239.10065989665
33,-282.48857016717375,1.0,0.999268918718982,1.5,1.4986368665089664,250239.16609957235
34,-282.48857010792926,1.0,0.9992686882187358,1.5,1.4986365774491925,250239.2099171055
35,-282.4885701201929,1.0,0.9992687459761249,1.5,1.498636654012462,250239.19878492455
36,-282.4885701465173,1.0,0.9992686042441691,1.5,1.4986364117793045,250239.22810893587
37,-282.48857026451515,1.0,0.9992701232223508,1.5,1.498638804512888,250238.9213448083
38,-282.4885705515444,1.0,0.999270770951211,1.5,1.4986409687349684,250238.74837907546
39,-282.48857014531677,1.0,0.9992682828315043,1.5,1.4986364239486276,250239.27391604576
40,-282.48857052841413,1.0,0.9992666639029293,1.5,1.4986340533181037,250239.59424522522
41,-282.4885701082567,1.0,0.9992690549763313,1.5,1.4986372408169437,250239.1326965909
42,-282.4885701705207,1.0,0.9992684080856338,1.5,1.4986363873125115,250239.2572360533
43,-282.4885702530228,1.0,0.999267795435915,1.5,1.4986348634559148,250239.40156126083
44,-282.4885703125983,1.0,0.9992668745573149,1.5,1.498633494923041,250239.5845104637
45,-282.4885704313965,1.0,0.9992703488205769,1.5,1.4986401304507797,250238.84001496615
46,-282.4885701655403,1.0,0.999269079188012,1.5,1.4986370518969476,250239.13617041422
47,-282.4885703096552,1.0,0.9992679500399603,1.5,1.4986362072936759,250239.3297882529
48,-282.48857011966174,1.0,0.9992688266455375,1.5,1.498636839352264,250239.18034546147
49,-282.4885701502826,1.0,0.999268802955146,1.5,1.498636810135309,250239.18482963674
50,-282.48857031095395,1.0,0.9992682255035936,1.5,1.4986366527895043,250239.27373085485
