rep,loglik,nu_true,nu_est,T_true,T_est,theta
1,-145.80754305550767,1.0,0.9953830824014033,1.5,1.5086449048236859,2508.4560760114505
2,-145.8075442192207,1.0,0.9953372729898922,1.5,1.508578993717847,2508.5467106904657
3,-145.80754296574787,1.0,0.9953677755535068,1.5,1.5086136161458328,2508.4897675638967
4,-145.8075451244767,1.0,0.9954230797513217,1.5,1.5087281163835171,2508.3675086222397
5,-145.80754294756156,1.0,0.9953744807376091,1.5,1.508624580309187,2508.4760172058277
6,-145.80754410052657,1.0,0.9953338605888052,1.5,1.508567102071176,2508.556030234663
7,-145.8075429467733,1.0,0.9953723735877709,1.5,1.5086211332056685,2508.4803389071967
8,-145.8075468841953,1.0,0.9953009707957773,1.5,1.5084775076500154,2508.636655667309
9,-145.80754296158773,1.0,0.9953783815695796,1.5,1.5086314671620131,2508.467830915338
10,-145.80754566442965,1.0,0.9953488257824081,1.5,1.508619656096878,2508.515011250549
11,-145.80754294730616,1.0,0.9953720744887506,1.5,1.508619910623503,2508.481222035063
12,-145.80754851102824,1.0,0.9954451109755947,1.5,1.5087051740319253,2508.344018671929
13,-145.80754308845013,1.0,0.9953810380649502,1.5,1.5086275765323465,2508.4654116697993
14,-145.8075430479616,1.0,0.9953846743162932,1.5,1.5086461979304986,2508.4532933384994
15,-145.80754300903965,1.0,0.995374506986863,1.5,1.5086309506617483,2508.4736363533766
16,-145.80754427101056,1.0,0.9953295786215791,1.5,1.508558586405186,2508.565368622537
17,-145.8075429484848,1.0,0.995374816562947,1.5,1.508625073708151,2508.4753490428607
18,-145.807543017894,1.0,0.9953825434146506,1.5,1.5086347049582784,2508.4606083561625
19,-145.80754295046103,1.0,0.9953749813538705,1.5,1.5086246933703196,2508.475250089286
20,-145.80754294662142,1.0,0.9953731347401421,1.5,1.5086229239968187,2508.4785771307975
21,-145.80754294369592,1.0,0.99537132743223,1.5,1.5086191338945298,2508.482590452003
22,-145.8075430960941,1.0,0.9953634047755618,1.5,1.5086133320740034,2508.496206795498
23,-145.8075504523462,1.0,0.9952685237077945,1.5,1.5084210465627743,2508.7044568447277
24,-145.8075429532295,1.0,0.9953692245977647,1.5,1.5086156547110583,2508.486917719413
25,-145.8075461473677,1.0,0.9954419093455957,1.5,1.5087545088216117,2508.3305157904483
26,-145.80754298764447,1.0,0.9953806875859781,1.5,1.5086378572406525,2508.4621387122006
27,-145.80754387225826,1.0,0.9954082263407278,1.5,1.5086929922782464,2508.401951201433
28,-145.807542946556,1.0,0.9953733132837983,1.5,1.508622774233453,2508.47837342803
29,-145.8075473388739,1.0,0.9954191470949835,1.5,1.5087451037898447,2508.366960824483
30,-145.80754322005546,1.0,0.9953521871226316,1.5,1.5085865529578553,2508.522313985197
31,-145.80754376291645,1.0,0.9953385658593568,1.5,1.508570683481248,2508.5478930965605
32,-145.80754323799772,1.0,0.9953529977267516,1.5,1.5085931533429042,2508.518711656724
33,-145.80754294682177,1.0,0.995373510529176,1.5,1.5086239766897926,2508.4776453565873
34,-145.80754319116966,1.0,0.995392667400956,1.5,1.5086590108438056,2508.43699694414
35,-145.80754311008536,1.0,0.9953571595080966,1.5,1.5085934438531403,2508.5125728476683
36,-145.80754300235475,1.0,0.9953752729168086,1.5,1.5086204265188756,2508.4763967271715
37,-145.8075434068494,1.0,0.9953458490873898,1.5,1.5085741203227887,2508.5360728196397
38,-145.8075468012728,1.0,0.995369338323923,1.5,1.50866530706646,2508.4684923448986
39,-145.80754328582634,1.0,0.9953498620976191,1.5,1.5085806439344478,2508.527857095584
40,-145.80754453554525,1.0,0.9954143355291453,1.5,1.5087115022585198,2508.386290545754
41,-145.80754296787865,1.0,0.9953789656672531,1.5,1.50863345612352,2508.4662528777694
42,-145.8075430641398,1.0,0.9953774981108032,1.5,1.5086380878595709,2508.4666764501126
43,-145.80765805003404,1.0,0.9956456783926005,1.5,1.5092970350077493,2507.835810873245
44,-145.80754294557204,1.0,0.9953728051775692,1.5,1.5086219290221463,2508.479420724471
45,-145.80754294357766,1.0,0.9953731464513105,1.5,1.5086221808493547,2508.478833502361
46,-145.8075429871619,1.0,0.9953706046153612,1.5,1.5086132326159147,2508.485808347508
47,-145.80754294612586,1.0,0.9953740347274571,1.5,1.5086241820254127,2508.476810095677
48,-145.80754296891809,1.0,0.9953784610369798,1.5,1.5086341327368629,2508.46673547424
49,-145.80754296526743,1.0,0.9953680232146631,1.5,1.508612760791919,2508.4897231822774
50,-145.80754301818953,1.0,0.9953771833848709,1.5,1.5086354645669033,2508.468097331267
