rep,loglik,nu_true,nu_est,T_true,T_est,theta
1,-169.0916166175859,1.0,0.9967060965340396,0.5,0.4932686518759781,2492.539901963729
2,-169.09161641414858,1.0,0.9966985671094922,0.5,0.49325013878305,2492.563377268064
3,-169.09161741767116,1.0,0.996721834987858,0.5,0.49328917052693405,2492.5058645588365
4,-169.09161663600068,1.0,0.9967106988837732,0.5,0.4932686778516767,2492.5348881953637
5,-169.09161641674243,1.0,0.9966984837720351,0.5,0.4932504875101762,2492.563179314781
6,-169.09161646007817,1.0,0.9966984904367572,0.5,0.49324317193196127,2492.5692212858517
7,-169.09161641383054,1.0,0.9966991311826245,0.5,0.4932513884579161,2492.561732069937
8,-169.0916248406444,1.0,0.9966605418685559,0.5,0.4933177892999354,2492.5486936505963
9,-169.09161641204494,1.0,0.9966980715709004,0.5,0.4932488747672038,2492.5649599950902
10,-169.09161640715055,1.0,0.9966989273711818,0.5,0.49325076019775554,2492.562472643863
11,-169.0916164221524,1.0,0.9966960151200637,0.5,0.4932463577684541,2492.5692719774925
12,-169.0916164133536,1.0,0.9966992005472907,0.5,0.4932517969621108,2492.5613190384847
13,-169.09161641267502,1.0,0.9966982713020827,0.5,0.4932494646422225,2492.5642555802924
14,-169.09161641534462,1.0,0.9966992064460333,0.5,0.49325277028314346,2492.5605078204926
15,-169.0916166617717,1.0,0.9966848922057174,0.5,0.4932327975720194,2492.592550423817
16,-169.09161641759292,1.0,0.9966966570628627,0.5,0.4932502920314831,2492.5653224460652
17,-169.09161670402418,1.0,0.9966868719551607,0.5,0.493229921255473,2492.59278138765
18,-169.0916167639694,1.0,0.9966880826388487,0.5,0.49326135457756615,2492.5654762693916
19,-169.09161720779954,1.0,0.9967205317150162,0.5,0.4932845436184575,2492.511103875461
20,-169.09161641378338,1.0,0.996700236422694,0.5,0.4932510675803947,2492.560798503586
21,-169.0916164934923,1.0,0.9966906984144064,0.5,0.4932415568703429,2492.579009060011
22,-169.09161665933954,1.0,0.9967117729545053,0.5,0.49326882686353074,2492.533599918557
23,-169.09161641841087,1.0,0.9966979838219203,0.5,0.4932481170001415,2492.565681773174
24,-169.09161644919263,1.0,0.9966977015125806,0.5,0.49324374055707193,2492.5696068588436
25,-169.09161691748957,1.0,0.9966893541273182,0.5,0.49322286965199275,2492.5959200627162
26,-169.09161752674112,1.0,0.9967344790410179,0.5,0.4932710330112797,2492.507146483782
27,-169.0916164094298,1.0,0.9966987019807516,0.5,0.4932503825541286,2492.5630294012913
28,-169.09161653844166,1.0,0.9967037595323369,0.5,0.49326445961148163,2492.545903379659
29,-169.0916164140827,1.0,0.9966968929107165,0.5,0.49324888599266214,2492.5662292473876
30,-169.0916164220505,1.0,0.9967013976824781,0.5,0.4932544450481087,2492.556746085543
31,-169.09161643275002,1.0,0.9966968882866099,0.5,0.4932451098361997,2492.569356734154
32,-169.0916165339456,1.0,0.9967025863975926,0.5,0.4932418021301847,2492.5659109978346
33,-169.09161640559398,1.0,0.9966989798282399,0.5,0.4932510087635313,2492.562210205483
34,-169.09161641282319,1.0,0.9967000898528527,0.5,0.4932504688718006,2492.5614525562473
35,-169.09163436403637,1.0,0.9966057089316173,0.5,0.49308638746142835,2492.7995336971617
36,-169.09161640501114,1.0,0.9966987039731697,0.5,0.4932504751500015,2492.5629506734413
37,-169.09161705059878,1.0,0.996725798866963,0.5,0.4932660119268272,2492.5207135066535
38,-169.09161909733962,1.0,0.9966460430573977,0.5,0.49320227584055026,2492.659932384086
39,-169.09161642122424,1.0,0.9966958273306301,0.5,0.4932469820526202,2492.5689594660016
40,-169.09161674385768,1.0,0.996683184444099,0.5,0.4932528697385334,2492.5778054347147
41,-169.0916165376059,1.0,0.9966925518634646,0.5,0.49323681386137075,2492.5809205663045
42,-169.09161648284726,1.0,0.9967013623670561,0.5,0.49326078646409555,2492.5515408566816
43,-169.09161641139653,1.0,0.9966987711198063,0.5,0.49325062364090727,2492.562755052891
44,-169.09164056474748,1.0,0.9965684819835734,0.5,0.4932750382052176,2492.683916033303
45,-169.09161641258657,1.0,0.9966989113623747,0.5,0.4932508857396481,2492.562386204826
46,-169.09161641622688,1.0,0.9966984260263032,0.5,0.49325116491484566,2492.562681817953
47,-169.0916196089166,1.0,0.9967482841125379,0.5,0.49331485448086604,2492.455939722899
48,-169.09161641839768,1.0,0.9967006876667374,0.5,0.4932495631386591,2492.561553032509
49,-169.09161640887942,1.0,0.9966998924219129,0.5,0.4932521955972741,2492.560238914472
50,-169.0916164261145,1.0,0.9966976295484209,0.5,0.49324727377168426,2492.566763325567
