rep,loglik,nu_true,nu_est,T_true,T_est,theta
1,-152.44009450318305,1.0,0.9619798714767702,1.5,1.452635595191054,2591.26576081162
2,-152.4400911142209,1.0,0.9620480145028854,1.5,1.4527594593726672,2591.1126692849875
3,-152.44009112056932,1.0,0.9620464797606635,1.5,1.45275620534727,2591.1162957846445
4,-152.4400914810924,1.0,0.9620708407179785,1.5,1.4528018444044726,2591.061047558221
5,-152.44009127654272,1.0,0.9620625155384852,1.5,1.4527882798558638,2591.0791459513234
6,-152.44009112409026,1.0,0.9620455726776497,1.5,1.4527550034688816,2591.118161587417
7,-152.44009113085804,1.0,0.9620530911866993,1.5,1.4527690724377305,2591.101116381381
8,-152.44009505978588,1.0,0.9620488162792404,1.5,1.4527127554320771,2591.1294006294324
9,-152.4400911191821,1.0,0.9620494719910118,1.5,1.4527622659442374,2591.1093345872537
10,-152.4400917907396,1.0,0.9620798255769522,1.5,1.4528116024451043,2591.0433935409296
11,-152.44009111557807,1.0,0.962048410417593,1.5,1.452760014534401,2591.1118431609752
12,-152.44009124685056,1.0,0.9620424366219975,1.5,1.4527424607434223,2591.127839596249
13,-152.4400911168433,1.0,0.9620474911271113,1.5,1.4527590388775085,2591.1136407868444
14,-152.44009766375353,1.0,0.9620591855750087,1.5,1.4527166808758556,2591.111848432965
15,-152.44009111696317,1.0,0.9620485737891601,1.5,1.4527600749782075,2591.1115671791827
16,-152.4400911724548,1.0,0.9620397058637143,1.5,1.4527439787250283,2591.1314801619833
17,-152.44009111816013,1.0,0.9620482943775214,1.5,1.4527600669406895,2591.112002526292
18,-152.44009230282097,1.0,0.962020841522378,1.5,1.452733539831572,2591.1646819927864
19,-152.440091521924,1.0,0.9620294140499224,1.5,1.452737719630399,2591.149810963113
20,-152.44009316203415,1.0,0.9620614608875384,1.5,1.452748502433991,2591.0960835511114
21,-152.44009137113102,1.0,0.9620322741310796,1.5,1.4527266796355762,2591.149634356365
22,-152.44009141930846,1.0,0.9620693901359474,1.5,1.4527931648605565,2591.0666312973917
23,-152.44009111524088,1.0,0.9620506067675351,1.5,1.4527641180626274,2591.106866315688
24,-152.4400911238372,1.0,0.9620497611235654,1.5,1.452764367664661,2591.1080785518147
25,-152.44009116777738,1.0,0.9620409837141123,1.5,1.4527451073245914,2591.129068966616
26,-152.44009193508037,1.0,0.9620815704230014,1.5,1.4528224659100368,2591.0365143554804
27,-152.44009126096472,1.0,0.9620617313144231,1.5,1.4527863500532556,2591.081101763113
28,-152.44009112747352,1.0,0.9620521309090296,1.5,1.4527656187777795,2591.1039309762614
29,-152.44009179052745,1.0,0.9620257444439178,1.5,1.4527084315543977,2591.166758416873
30,-152.44009142764187,1.0,0.9620365553722382,1.5,1.4527515275665897,2591.133449411949
31,-152.44009161638687,1.0,0.9620754276525799,1.5,1.4528035855756152,2591.0532817048183
32,-152.44009118955705,1.0,0.9620391946661072,1.5,1.4527418479418894,2591.133090947257
33,-152.44009112092058,1.0,0.9620509888377202,1.5,1.4527648069528614,2591.10601021392
34,-152.44009111715508,1.0,0.9620467083363506,1.5,1.4527572881958293,2591.1155254707896
35,-152.44009133255716,1.0,0.962032917553357,1.5,1.4527288491744692,2591.147804091004
36,-152.44009431244316,1.0,0.962109228569577,1.5,1.4528825825660563,2590.970598615231
37,-152.44009111710625,1.0,0.9620489194826075,1.5,1.4527612579213827,2591.1105772114606
38,-152.44009115132275,1.0,0.9620418234687306,1.5,1.452748078164245,2591.1266266205193
39,-152.4400911200769,1.0,0.9620507881323248,1.5,1.4527646226956332,2591.1063915709087
40,-152.44009112115856,1.0,0.9620513915935305,1.5,1.4527655397511667,2591.1051051304466
41,-152.4400912904028,1.0,0.9620641803854529,1.5,1.452789581867931,2591.0760694215005
42,-152.4400911148794,1.0,0.962048491054236,1.5,1.4527600173276207,2591.1117173762264
43,-152.440091374782,1.0,0.9620317731482155,1.5,1.452725971795616,2591.1506818129665
44,-152.44009169945434,1.0,0.9620753360989234,1.5,1.4528130166877802,2591.0497943733103
45,-152.44009173182715,1.0,0.9620257718775179,1.5,1.452734476792534,2591.156693627881
46,-152.4401058702189,1.0,0.9621639401563408,1.5,1.4530123411827711,2590.8360475178165
47,-152.4400911184053,1.0,0.9620498631806491,1.5,1.4527630098121684,2591.108443179286
48,-152.44009113835608,1.0,0.9620534208251712,1.5,1.4527703688258045,2591.1001076360103
49,-152.44009112548855,1.0,0.9620508807854052,1.5,1.4527655581165686,2591.105888316071
50,-152.44009147291365,1.0,0.9620713650629945,1.5,1.4527994426637851,2591.0611605576646
