rep,loglik,nu_true,nu_est,T_true,T_est,theta
1,-189.69804309334143,1.0,1.0392682977225631,1.0,1.0440076791457893,4906.2479949194785
2,-189.69804311669168,1.0,1.0392720916349638,1.0,1.0440107853829084,4906.23542846308
3,-189.69804309670587,1.0,1.0392704468153713,1.0,1.0440095671401264,4906.240757150428
4,-189.69804336639282,1.0,1.0392629199857717,1.0,1.0440090131765642,4906.260475285614
5,-189.6980431443609,1.0,1.0392640212183064,1.0,1.0440041974966632,4906.262141628365
6,-189.69804540140785,1.0,1.039264434626216,1.0,1.0440276057939666,4906.239330232761
7,-189.69804378667675,1.0,1.0392609610215295,1.0,1.044011847865089,4906.262838553702
8,-189.69804355258805,1.0,1.0392515446102786,1.0,1.0439857623799897,4906.31110848176
9,-189.69804309851497,1.0,1.0392691714796463,1.0,1.0440084791592203,4906.24502210745
10,-189.69804311655065,1.0,1.0392702594523633,1.0,1.0440099149091728,4906.240911978151
11,-189.69804308954872,1.0,1.0392678438886052,1.0,1.044006813673839,4906.249957177398
12,-189.69804336413648,1.0,1.0392599376560567,1.0,1.0440044413461327,4906.2723334774855
13,-189.6980431116433,1.0,1.039268590409316,1.0,1.0440077145438582,4906.247215326172
14,-189.69804309994004,1.0,1.0392690126626993,1.0,1.0440075142500933,4906.24632416072
15,-189.69804318640342,1.0,1.0392621404845,1.0,1.043998217792159,4906.2724978782335
16,-189.69804327241764,1.0,1.0392763533314067,1.0,1.0440117266727138,4906.223680868342
17,-189.6980431006158,1.0,1.0392710090987851,1.0,1.0440088584891984,4906.239981215829
18,-189.69804310348957,1.0,1.0392699646361991,1.0,1.0440097509907527,4906.2418164876035
19,-189.69804314252025,1.0,1.0392745078154326,1.0,1.0440142363864007,4906.2260565809465
20,-189.69804341881417,1.0,1.0392563556153258,1.0,1.0439992678314964,4906.2862810312845
21,-189.69804309885006,1.0,1.0392685719959796,1.0,1.0440075790373067,4906.247388209173
22,-189.69804327096432,1.0,1.0392721121737458,1.0,1.0440184286831666,4906.2282720119665
23,-189.69804309299764,1.0,1.039267805915126,1.0,1.0440063171714886,4906.250515540648
24,-189.69804338007305,1.0,1.0392662015863545,1.0,1.0440135947540476,4906.247844552243
25,-189.6980430900892,1.0,1.0392695250584119,1.0,1.044009187227885,4906.243461915528
26,-189.69804323395175,1.0,1.0392674093374452,1.0,1.0440122431737666,4906.246019440824
27,-189.69804325436445,1.0,1.039260766367104,1.0,1.0439953376303923,4906.2786807051925
28,-189.6980430984368,1.0,1.0392692226326745,1.0,1.0440086777772817,4906.244707020765
29,-189.698043260654,1.0,1.0392788516906968,1.0,1.0440218762720321,4906.2078733633525
30,-189.69804313193117,1.0,1.0392683650958432,1.0,1.0440109215455555,4906.244809353929
31,-189.69804309285297,1.0,1.039269019630986,1.0,1.0440080461078922,4906.245812043562
32,-189.69804333801932,1.0,1.039265621484598,1.0,1.0439968816368952,4906.264858676504
33,-189.6980431378572,1.0,1.0392729690348155,1.0,1.0440128194765574,4906.231299407612
34,-189.69804336852047,1.0,1.0392771609236036,1.0,1.044010642058046,4906.222628556902
35,-189.69804310602996,1.0,1.0392695134077032,1.0,1.0440091337367348,4906.24354140933
36,-189.69804312222016,1.0,1.0392667000232205,1.0,1.0440060630125225,4906.253573313674
37,-189.69804311253097,1.0,1.0392711607744038,1.0,1.044010719356172,4906.23786473113
38,-189.69804311642332,1.0,1.0392726093901687,1.0,1.0440126654189232,4906.232360135407
39,-189.69806088520937,1.0,1.0393783562120886,1.0,1.0441130989048486,4905.869249840993
40,-189.6980431294911,1.0,1.0392730268013604,1.0,1.044013564556738,4906.230459502383
41,-189.6980431153563,1.0,1.0392685298763331,1.0,1.0440078221126812,4906.247269774785
42,-189.69804310744854,1.0,1.0392687816680255,1.0,1.0440091231111777,4906.245418149819
43,-189.69804310304613,1.0,1.0392686487543636,1.0,1.0440078288489953,4906.246960197829
44,-189.6980431106972,1.0,1.039270641793138,1.0,1.044010298800942,4906.239579691039
45,-189.69804391120653,1.0,1.039267038325586,1.0,1.0440207221976385,4906.23908520136
46,-189.69804312239273,1.0,1.0392711777438846,1.0,1.0440122772282343,4906.236373477158
47,-189.6980440381235,1.0,1.0392622575985904,1.0,1.0439854517716145,4906.284064682961
48,-189.6980458821933,1.0,1.0392243090566713,1.0,1.043959463848141,4906.405041930149
49,-189.69804318358769,1.0,1.0392721395658135,1.0,1.0440160270384897,4906.230434325574
50,-189.69804489297036,1.0,1.039303904544343,1.0,1.04404237367717,4906.124907515917
