rep,loglik,nu_true,nu_est,T_true,T_est,theta
1,-267.6894552306767,1.0,0.9990916482584455,0.5,0.49935795007033257,250960.3496848683
2,-267.68945506046293,1.0,0.9990902099054587,0.5,0.4993568126575818,250960.60099184958
3,-267.68945503942086,1.0,0.9990900559791355,0.5,0.4993566445531284,250960.6317160303
4,-267.6894565832263,1.0,0.9990880084496057,0.5,0.4993523160459122,250961.2131758686
5,-267.6894550589932,1.0,0.9990901189290949,0.5,0.49935664157865084,250960.6250730229
6,-267.68945568190975,1.0,0.9990928338114381,0.5,0.4993588039243437,250960.1494527894
7,-267.68945512225037,1.0,0.9990904259724096,0.5,0.4993572821543038,250960.5385820308
8,-267.6894551434016,1.0,0.9990895795830725,0.5,0.4993559206743234,250960.74361653777
9,-267.6894550892757,1.0,0.9990901770488895,0.5,0.49935658818169554,250960.623121812
10,-267.68945503164286,1.0,0.9990903113472767,0.5,0.49935704358482824,250960.57082438745
11,-267.68945511292986,1.0,0.999090266178237,0.5,0.499357623390343,250960.52789138217
12,-267.68945507171884,1.0,0.9990900881583847,0.5,0.4993567728481213,250960.617600955
13,-267.68945505519514,1.0,0.9990900793659335,0.5,0.4993573838452383,250960.5681132658
14,-267.68945519174304,1.0,0.9990900318875628,0.5,0.49935568077406794,250960.71393263037
15,-267.6894550368306,1.0,0.9990902342537795,0.5,0.4993569141048585,250960.58995115195
16,-267.68945507329045,1.0,0.999090383553975,0.5,0.49935716968713545,250960.5525102836
17,-267.6894550842917,1.0,0.9990902323340293,0.5,0.4993568129594913,250960.59851305917
18,-267.68945505403826,1.0,0.9990901583602896,0.5,0.4993569607550889,250960.59440365885
19,-267.68945508653997,1.0,0.9990902064182401,0.5,0.49935622009680375,250960.6503019642
20,-267.68945513018116,1.0,0.9990902568151646,0.5,0.49935657788577387,250960.61524416407
21,-267.6894550801662,1.0,0.9990903997636333,0.5,0.4993568476494045,250960.5773280683
22,-267.6894550713987,1.0,0.999090394916365,0.5,0.49935706689389975,250960.5597547993
23,-267.6894550470315,1.0,0.9990902697757724,0.5,0.4993569497117631,250960.58312422203
24,-267.689455062311,1.0,0.9990901556768342,0.5,0.4993567053645872,250960.61578514706
25,-267.68949299845553,1.0,0.9990980796164303,0.5,0.4993797710831273,250957.8442044821
26,-267.689455069667,1.0,0.9990903111198772,0.5,0.4993568873278267,250960.58375099863
27,-267.6894567688287,1.0,0.9990860769566421,0.5,0.4993530349278935,250961.3651694599
28,-267.68945511060883,1.0,0.9990909301839048,0.5,0.49935784366503566,250960.43704546033
29,-267.68945554251695,1.0,0.9990883940767893,0.5,0.49935457684019874,250960.9843022415
30,-267.68945504756994,1.0,0.9990903452968943,0.5,0.4993571263484245,250960.5602753809
31,-267.68945520399575,1.0,0.9990914674097993,0.5,0.49935797121284287,250960.36772750248
32,-267.68945528627955,1.0,0.9990896427824665,0.5,0.49935538097623494,250960.78126415823
33,-267.6894550671568,1.0,0.999090215888833,0.5,0.4993568828380296,250960.59454243604
34,-267.6894550748402,1.0,0.9990904580385335,0.5,0.4993570866481992,250960.55121630843
35,-267.6894550676152,1.0,0.9990902803060903,0.5,0.4993569307238467,250960.5835395316
36,-267.6894550886209,1.0,0.9990898655455951,0.5,0.49935652759820387,250960.66221095645
37,-267.6894550906727,1.0,0.9990902265781104,0.5,0.4993575351700634,250960.5395091797
38,-267.6894550637735,1.0,0.9990903488037275,0.5,0.4993571779534221,250960.55562999757
39,-267.6894550467696,1.0,0.999090281204969,0.5,0.4993569423812815,250960.58247847517
40,-267.68945505486045,1.0,0.99909025269059,0.5,0.49935692847510704,250960.58674733402
41,-267.68945505143347,1.0,0.9990903412750389,0.5,0.49935691276336286,250960.57835079273
42,-267.68945505870215,1.0,0.9990901127617038,0.5,0.4993566274629777,250960.62691359088
43,-267.68945511919446,1.0,0.9990901459519819,0.5,0.4993563946387433,250960.64250646127
44,-267.6894550597717,1.0,0.9990900633354555,0.5,0.4993566150678632,250960.63334593148
45,-267.6894550447905,1.0,0.9990902969015738,0.5,0.4993567009441799,250960.6006966694
46,-267.6894554824685,1.0,0.9990908921748072,0.5,0.4993553305563881,250960.64871447513
47,-267.689455359563,1.0,0.9990885180256599,0.5,0.49935595747735556,250960.85673764345
48,-267.68945508869365,1.0,0.9990901298729836,0.5,0.49935673005738407,250960.616569822
49,-267.6894550334764,1.0,0.9990903016978901,0.5,0.49935704003964354,250960.572172419
50,-267.68945509399055,1.0,0.9990899716100755,0.5,0.4993565212900165,250960.65112542707
