rep,loglik,nu_true,nu_est,T_true,T_est,theta
1,-154.5913662875189,1.0,1.013699181222098,0.5,0.49120021550692305,2490.8753605131587
2,-154.59136714160982,1.0,1.01373003673781,0.5,0.4912082061306076,2490.8359595281263
3,-154.59136628214986,1.0,1.0137008659666236,0.5,0.49120384545892476,2490.870510400538
4,-154.59136629116296,1.0,1.013699253405658,0.5,0.4911992187663452,2490.8761264059904
5,-154.59136627812748,1.0,1.0137006128131782,0.5,0.49120262870119713,2490.8718064656387
6,-154.59136634799177,1.0,1.0137067501801447,0.5,0.4912123560895291,2490.8570924717437
7,-154.5913662841805,1.0,1.013700496428557,0.5,0.49120130995037165,2490.8730440007744
8,-154.59136640388155,1.0,1.0137123843164724,0.5,0.49121142356969927,2490.8519188168334
9,-154.5913664410903,1.0,1.0136890848025122,0.5,0.4912029076095688,2490.8837691500203
10,-154.5913662797064,1.0,1.0136999597524563,0.5,0.4912019433100998,2490.873076669158
11,-154.5913663012237,1.0,1.0136996543498054,0.5,0.49120642992657954,2490.8696085328643
12,-154.59136628124142,1.0,1.0137006983232586,0.5,0.49120258204700423,2490.8717554098635
13,-154.59136628102834,1.0,1.0137012073989262,0.5,0.4912027250614586,2490.8710958848687
14,-154.5913673931828,1.0,1.0137077008797284,0.5,0.491172418801974,2490.8898357585617
15,-154.59136814680522,1.0,1.0136588344926551,0.5,0.4911979871896655,2490.9199375146754
16,-154.5913662806936,1.0,1.0137004699044914,0.5,0.49120223633562726,2490.87228924289
17,-154.59136629256443,1.0,1.0137030107955813,0.5,0.49120367031998136,2490.868388878746
18,-154.5913663412837,1.0,1.0137084744638871,0.5,0.49121016587090355,2490.8571187123966
19,-154.59136628091133,1.0,1.0137005585815109,0.5,0.4912029748728907,2490.8715713262363
20,-154.59136628561438,1.0,1.013700849047493,0.5,0.4912028588044557,2490.871362053573
21,-154.59136628305856,1.0,1.0136999353467373,0.5,0.49120222518272927,2490.8728643066756
22,-154.59136628177365,1.0,1.0137004992376841,0.5,0.49120347829920424,2490.8712087129347
23,-154.59136628320073,1.0,1.013701832408663,0.5,0.49120534246371056,2490.8682227686427
25,-154.59136628137426,1.0,1.013701629858312,0.5,0.49120261823569755,2490.870739136112
26,-154.5913662826038,1.0,1.0137003685932262,0.5,0.4912036775747162,2490.8711785574324
27,-154.59136633489265,1.0,1.0137070166852427,0.5,0.4912109159534017,2490.858027399427
28,-154.59136629509064,1.0,1.013698363298206,0.5,0.491197969373369,2490.878124048386
29,-154.59136643271,1.0,1.013713127839161,0.5,0.49120520130300144,2490.8563900411755
30,-154.5913664280379,1.0,1.013710963362771,0.5,0.4912007217283838,2490.8624657122036
31,-154.5913662832223,1.0,1.0136998575650655,0.5,0.4912017585654869,2490.873340917154
32,-154.5913662827261,1.0,1.0136997961575909,0.5,0.4912013111741444,2490.873783952009
33,-154.59136628619936,1.0,1.013701018753095,0.5,0.49120130366902703,2490.8724966170953
34,-154.5913662785325,1.0,1.0137007770417827,0.5,0.4912026233643515,2490.8716371996384
35,-154.59136628031723,1.0,1.0136998284448095,0.5,0.49120233635949156,2490.8728834786457
36,-154.59136628351257,1.0,1.013700738199172,0.5,0.49120253200207276,2490.871755504066
37,-154.5913820091861,1.0,1.013835334722806,0.5,0.49130041052666074,2490.6466420174
38,-154.5913662812614,1.0,1.0137004992372256,0.5,0.49120275587271844,2490.871819182967
39,-154.5913663107872,1.0,1.013705615444548,0.5,0.4912087713831916,2490.8613222931663
40,-154.59136628558414,1.0,1.0137030365766673,0.5,0.49120510363520564,2490.8671504073122
41,-154.5913663397385,1.0,1.0137078856582935,0.5,0.4912107725741725,2490.8572290706024
42,-154.59136629247908,1.0,1.0137031912610994,0.5,0.49120661065550714,2490.865713268466
43,-154.59136628120189,1.0,1.013700510132513,0.5,0.491202166187676,2490.872305954788
44,-154.59136628041512,1.0,1.0137008055756538,0.5,0.49120285274192643,2490.871413179518
45,-154.59136628357624,1.0,1.013701548313733,0.5,0.49120455232712723,2490.8691910646144
46,-154.59136681118372,1.0,1.0136886935559912,0.5,0.4912165748008954,2490.8726343541657
47,-154.59138376210862,1.0,1.0136013106370572,0.5,0.4910434935366231,2491.1113819418706
48,-154.5913663371718,1.0,1.0137051761451508,0.5,0.49121154834916697,2490.859440560905
49,-154.59136641770627,1.0,1.0136901069062714,0.5,0.49120315958944993,2490.8824746747505
50,-154.5913662860676,1.0,1.0137019760096748,0.5,0.4912045041780835,2490.8687791929983
51,-154.59136631579736,1.0,1.0136965059064815,0.5,0.4912045029325489,2490.874568393476
