rep,loglik,nu_true,nu_est,T_true,T_est,theta
1,-264.80704157477885,1.0,1.0039609871028086,1.5,1.5021027419500859,249403.46192602682
2,-264.80704179801614,1.0,1.0039615396531216,1.5,1.502102428763155,249403.39457334013
3,-264.80704184854403,1.0,1.0039601820730393,1.5,1.5020997753000929,249403.68580523963
4,-264.80704156206775,1.0,1.0039602284900306,1.5,1.5021011905719834,249403.62718771453
5,-264.8070446444326,1.0,1.0039640586115377,1.5,1.5021038655732706,249402.98229061134
6,-264.8070416708106,1.0,1.0039608333629046,1.5,1.5021025588190644,249403.4906003665
7,-264.80704159139714,1.0,1.0039600743613775,1.5,1.5021009364895634,249403.65851961533
8,-264.80704160315145,1.0,1.0039602229689597,1.5,1.502101909444362,249403.6015687048
9,-264.80704165638235,1.0,1.0039614611404555,1.5,1.5021033586962897,249403.37162058434
10,-264.80704152046746,1.0,1.0039601675971412,1.5,1.502101120788855,249403.63844732588
11,-264.80704158305525,1.0,1.0039603445569827,1.5,1.5021013942935812,249403.60313804788
12,-264.80704153552506,1.0,1.0039602240497634,1.5,1.502101157450689,249403.62904251387
13,-264.8070415565344,1.0,1.0039598574090123,1.5,1.5021005157092249,249403.70494245447
14,-264.80704159988454,1.0,1.0039603474708918,1.5,1.5021014095006628,249403.60216532162
15,-264.8070415619659,1.0,1.0039603012927745,1.5,1.5021013266978733,249403.61179294038
16,-264.8070416147566,1.0,1.0039611058013374,1.5,1.5021025745961023,249403.45113524256
17,-264.8070416257142,1.0,1.0039606462277753,1.5,1.5021015016127561,249403.55614317072
18,-264.80704156744105,1.0,1.0039598434055343,1.5,1.5021004900527224,249403.70788283355
19,-264.8070416568735,1.0,1.0039609162789362,1.5,1.5021030182312998,249403.46189357695
20,-264.8070415563634,1.0,1.0039602990599832,1.5,1.5021013007789632,249403.61306860624
21,-264.8070417866693,1.0,1.0039586546855221,1.5,1.5020989389169368,249403.93451968962
22,-264.80704157957007,1.0,1.0039601201375818,1.5,1.5021010448638716,249403.64800367688
23,-264.8070415928669,1.0,1.003959460965754,1.5,1.5020997464053214,249403.78978083457
24,-264.80704172807236,1.0,1.0039603772833543,1.5,1.5021022804084905,249403.5659166526
25,-264.8070415816037,1.0,1.0039604485796467,1.5,1.5021013183397502,249403.5910894708
26,-264.80704160001187,1.0,1.0039607734367313,1.5,1.5021020440729034,249403.51805960631
27,-264.8070415649199,1.0,1.0039602367466283,1.5,1.5021012073772049,249403.62539521785
28,-264.80704166536816,1.0,1.0039605754666998,1.5,1.502101212747322,249403.57685353106
29,-264.8070415671573,1.0,1.0039610487765585,1.5,1.5021026485031514,249403.4565641574
30,-264.8070415567163,1.0,1.0039601719133278,1.5,1.5021010484789994,249403.64048160226
31,-264.8070415963193,1.0,1.0039603135187551,1.5,1.5021013082691799,249403.61073007947
32,-264.8070418143725,1.0,1.0039616435580851,1.5,1.5021026148910108,249403.37291255762
33,-264.80704156247884,1.0,1.0039606845942055,1.5,1.5021019709916208,249403.5334277581
34,-264.8070415959555,1.0,1.0039605064294956,1.5,1.50210172943217,249403.5677270652
35,-264.80704209773467,1.0,1.003963071135525,1.5,1.5021058048824922,249403.05198354658
36,-264.8070477796755,1.0,1.00396969364056,1.5,1.5021192629771694,249401.6124505806
37,-264.8070417339768,1.0,1.0039611491651705,1.5,1.50210184727666,249403.47166786034
38,-264.8070415672846,1.0,1.0039598716304006,1.5,1.5021005854427931,249403.70035003917
39,-264.80704161330505,1.0,1.003960016525527,1.5,1.5021008309906216,249403.670643642
40,-264.8070416333867,1.0,1.0039601097538653,1.5,1.5021009292643264,249403.6537297804
41,-264.8071195769335,1.0,1.003965431017116,1.5,1.5021320182793876,249401.75224065335
42,-264.8070417413255,1.0,1.0039617251551616,1.5,1.5021038507781224,249403.3158646398
43,-264.80704950552536,1.0,1.0039711159643245,1.5,1.5021216068513628,249401.32335895207
44,-264.80704155809144,1.0,1.003960307392719,1.5,1.5021013860945616,249403.60874542268
45,-264.80704255506134,1.0,1.003957792453205,1.5,1.5020990467159294,249404.05361400987
46,-264.8070424412326,1.0,1.0039570929903072,1.5,1.5020946600050347,249404.3145889684
47,-264.80704155150306,1.0,1.0039606471211746,1.5,1.5021020521250383,249403.5357926595
48,-264.8070417377894,1.0,1.0039591120147988,1.5,1.5021000328793774,249403.82905782547
49,-264.80704162769325,1.0,1.0039609543728332,1.5,1.5021025934766548,249403.47205366602
50,-264.8070417150666,1.0,1.00396208980331,1.5,1.5021040403061066,249403.25685846223
