rep,loglik,nu_true,nu_est,T_true,T_est,theta
1,-263.20341545714473,1.0,1.0043704285936121,0.5,0.4983620472679118,249825.14855020554
2,-263.2034152841079,1.0,1.004370101429069,0.5,0.4983607874126866,249825.28842632275
3,-263.20341580810054,1.0,1.0043677813757717,0.5,0.49835813300856524,249825.75926569145
4,-263.20341539927176,1.0,1.0043697506989162,0.5,0.4983593264858895,249825.447531232
5,-263.20341532452585,1.0,1.0043697828214104,0.5,0.4983600239507598,249825.3861881621
6,-263.2034152963024,1.0,1.0043699369932935,0.5,0.4983604479233501,249825.3343565257
7,-263.20341529728466,1.0,1.0043699428715458,0.5,0.49836047122593585,249825.3317877789
8,-263.2034153055938,1.0,1.0043700546065,0.5,0.4983605449409768,249825.31360272827
9,-263.2034153045024,1.0,1.0043696182050048,0.5,0.4983603039286633,249825.38073659773
10,-263.2034153128625,1.0,1.0043700281525372,0.5,0.49836050428506057,249825.31983340948
11,-263.20341529708094,1.0,1.004370117912645,0.5,0.49836075199793245,249825.2895841263
12,-263.2034154148423,1.0,1.0043711647563547,0.5,0.49836169899883703,249825.09793793963
13,-263.2034152742708,1.0,1.0043698250555384,0.5,0.49836047210746637,249825.34443947437
14,-263.203415884258,1.0,1.0043678177144415,0.5,0.4983605469507308,249825.55503746276
15,-263.20341532921157,1.0,1.004370471833313,0.5,0.4983608473607361,249825.2434455073
16,-263.20341591961915,1.0,1.0043726855872532,0.5,0.498361935139498,249824.91408316014
17,-263.20341529068537,1.0,1.0043705341633185,0.5,0.49836072243217194,249825.2470793456
18,-263.20341532996827,1.0,1.0043703650079612,0.5,0.4983609238254088,249825.24863860817
19,-263.2034152927372,1.0,1.004369915762234,0.5,0.4983603502262009,249825.34475600318
20,-263.20341533097235,1.0,1.0043702254895985,0.5,0.4983606127320628,249825.28952115905
21,-263.2034152999695,1.0,1.0043699740949676,0.5,0.49836014911915516,249825.35514248573
22,-263.20341536217893,1.0,1.0043697114017784,0.5,0.4983595873078338,249825.43013336256
23,-263.20341528152494,1.0,1.0043700239835898,0.5,0.4983605193208302,249825.31903642998
25,-263.20341531272425,1.0,1.0043699969719357,0.5,0.49836052788176227,249825.3212434193
26,-263.20341529523284,1.0,1.0043699195700542,0.5,0.49836047706398584,249825.33381989045
27,-263.20341541113885,1.0,1.0043698814391986,0.5,0.49836159232381355,249825.24539727916
28,-263.2034156446025,1.0,1.0043696061906122,0.5,0.49836210703981704,249825.2324165515
29,-263.20341529417783,1.0,1.0043700037052823,0.5,0.49836049475263583,249825.3232655265
30,-263.2034153073837,1.0,1.0043700914168778,0.5,0.49836058463876237,249825.30633292667
31,-263.2034153237546,1.0,1.0043699117990752,0.5,0.4983606027741799,249825.3242284616
32,-263.20341527531855,1.0,1.004369913092069,0.5,0.49836041908603373,249825.33933135844
33,-263.20341530294536,1.0,1.0043701071926279,0.5,0.49836048571943414,249825.3128371431
34,-263.2034153063287,1.0,1.0043701800860965,0.5,0.49836103890761446,249825.25906217928
35,-263.20341531726444,1.0,1.0043698931438616,0.5,0.49836027126328114,249825.35375081352
36,-263.203415281052,1.0,1.00437006492707,0.5,0.4983606418028253,249825.30445068618
37,-263.2034208679761,1.0,1.0043718323088764,0.5,0.4983541406776144,249825.65301191557
38,-263.20341534649197,1.0,1.004370388665885,0.5,0.49836119911485743,249825.22324041993
39,-263.20341531805025,1.0,1.0043700014200485,0.5,0.49836041029996003,249825.3305193604
40,-263.2034152992055,1.0,1.0043700306845933,0.5,0.4983605182756457,249825.31839893517
41,-263.20341529916186,1.0,1.0043699072669003,0.5,0.4983605277949151,249825.33093978718
42,-263.2034152993874,1.0,1.0043700051676931,0.5,0.49836052171608863,249825.32086960934
43,-263.20341531589656,1.0,1.0043700009748582,0.5,0.49836049210162053,249825.32377994008
44,-263.20341529983125,1.0,1.0043698948532351,0.5,0.49836010553940113,249825.3673174266
45,-263.20341528885183,1.0,1.0043700203115042,0.5,0.49836058522272714,249825.31396447556
46,-263.2034153417262,1.0,1.004369433146092,0.5,0.49836046360877806,249825.38747366404
47,-263.2034152885244,1.0,1.004370007275193,0.5,0.4983604155588362,249825.32945089633
48,-263.20341526154516,1.0,1.0043700231384929,0.5,0.4983604851414842,249825.3219632685
49,-263.20341930687573,1.0,1.0043748700808417,0.5,0.4983679638049585,249824.17790376054
50,-263.20341534437466,1.0,1.0043692841696799,0.5,0.4983601998592645,249825.42544987737
51,-263.20341531351005,1.0,1.0043700725734994,0.5,0.49836061206208415,249825.30609265532
