loglik,nu0,nuBot,T1,T2,misid,theta
-703.5611366769359,33.77149210175015,0.22700073485649738,2.4217388603425523,0.5936980964508421,0.023024865316949222,4832.152797704458
-1037.8338553849753,3.011822736945522,0.1887317581532352,1.395962559790137,0.38414400862087045,0.02028835326567422,6556.636202121533
-703.5059135073781,42.7107879065045,0.23000457596322427,2.4631164751460966,0.6039673746658915,0.023411103161678857,4771.25456285288
-703.4958893085444,45.03348117154647,0.2298662486162487,2.461919737105466,0.6039871221206418,0.023375108117294843,4772.7191267357475
-703.428800295927,71.61424466401787,0.23139566916554952,2.4806175103169914,0.6110085408406942,0.023329475898712745,4742.605204080816
-703.4705269483204,52.38831473240081,0.23044170588946344,2.470236886394262,0.6065698215667732,0.023322630533623177,4759.99453460078
-703.4146193465093,81.88823103651883,0.23200422643303684,2.491846848721991,0.6132016846740475,0.023412374137921958,4727.4128922323625
-703.4477293596724,61.24295500261224,0.2309936362737908,2.4768298363042045,0.6090516758090896,0.023383332640107644,4749.406696330945
-730.9754752074116,3.291821079020112,0.21962412219624958,1.8213350082519502,0.5272669247889966,0.018332462493588185,5728.0438028101535
-1302.2253152270387,4.635248136667943,0.20495618410942607,1.9601383176692244,0.39121348275630996,0.017828553966531723,5372.333624506192
-703.4241693737496,74.93842706971671,0.23228131808704197,2.492446142944556,0.6136516885917469,0.023436563489350193,4725.904523638914
-703.4867140635127,47.4640193499667,0.2303338621702482,2.468623255961886,0.6056732034919486,0.023461633051606166,4763.060256873454
-703.413941798371,82.34848751005498,0.23213520097976106,2.4922900445741836,0.6135742863918606,0.023438683604362087,4726.244077201654
-703.43788416985,66.18181538989948,0.23140307211042324,2.4820386756345854,0.6105833681971352,0.023396396307824672,4741.530693758404
-703.5021127342629,43.51680603829345,0.22970576299466547,2.459556538037619,0.6033045043186159,0.02335313506503533,4776.295278725764
-818.574821257383,3.8829234892125832,0.1840318444931601,1.917381730271581,0.3864899378232756,0.019857779369702573,5713.675091181919
-703.7217305269766,20.867405648138856,0.2218483835688259,2.3481081156142847,0.574656359157711,0.022561084606744546,4946.713470588848
-703.4184886790139,79.13135303808909,0.2328705387937335,2.502115687816809,0.6153579450842269,0.023514120781850067,4712.787262885187
-703.5961109529766,29.170233307066272,0.22757710476544515,2.430679673829866,0.5939102086510109,0.023351322109693172,4821.826589804962
-703.4053812273177,89.9319205587842,0.23238121128603256,2.4952439172203316,0.6146131224378076,0.02344394301848977,4721.646539021178
-703.7832845717129,17.871967077405223,0.2220333625576689,2.358317191048812,0.5723677878416364,0.0228905918377551,4937.395537792692
-703.473613862568,51.29563207498639,0.23010877227582718,2.4648345672240164,0.6055837768643741,0.023313880989108155,4767.456085949063
-703.4948555485696,45.591520952692164,0.2290943988967103,2.4477306164534562,0.6022112176513867,0.023177646217444964,4791.445244269928
-703.5020849598511,43.521731501114736,0.2297646954100747,2.460137772451987,0.6034657972662237,0.02337118857145576,4775.39036295499
-703.4485968449352,60.85238701981707,0.2310808784956799,2.4773225139965556,0.6092716728342138,0.0233850591600027,4748.508498005495
-703.5273197596644,39.106270014633644,0.2311984788394345,2.4816712746741274,0.6062634958171118,0.0237502088074224,4746.854155006869
-760.8348454955036,3.5420297308045985,0.2520062210103664,2.2730471019676335,0.5786839800088094,0.014068988465522236,4950.002735108206
-890.4526855214748,3.215632926364947,0.1943619438214812,1.825409437455341,0.3925587412996567,0.01710141788340496,5781.193599271299
-703.5339472124472,37.30899318213216,0.22875944698287304,2.4470892261236434,0.5994856714196075,0.023364537275334347,4795.573625443451
-774.8505581414851,3.2126984099577793,0.26022276979449566,2.4860365470092516,0.5523432216999982,0.019105121232152227,4680.643321245231
-703.4590525319024,56.40944161376071,0.2307715681571124,2.4729970791080045,0.6079865421024775,0.02334998876819049,4755.006294807843
-703.5207042232624,39.812649232587304,0.2284281879206599,2.441765763077791,0.5992245759796075,0.023263889923046552,4802.2389044531565
-703.50471244911,42.9721749735865,0.23002773362174997,2.464435702362902,0.6040287274604356,0.02343776585185865,4769.683870219831
-703.4018250558944,93.96267674813484,0.23231304957457574,2.493223386028819,0.6146432877919124,0.023399903677452347,4723.867172528751
-703.4947827894663,45.384804533980294,0.23044099110045324,2.4696795795834783,0.6055804370592652,0.023480052183850388,4761.719978497601
-703.401412999982,94.43714801855106,0.23223672165442028,2.493192597221025,0.6144276701317101,0.023371722346393845,4724.247625350756
-703.4961873946024,44.96457399300817,0.22992252477712394,2.461832008922956,0.604167678167131,0.02338610277733599,4772.56742180193
-703.4944049580301,45.447415234034,0.22958323152149235,2.4566446824643795,0.6033601522724749,0.0233000311360848,4779.587407231272
-703.4144841015933,81.86430879345309,0.23204867816664215,2.4909155426584833,0.6133332883611485,0.023405353115236952,4728.119924408468
-703.5391890111977,36.42335654689845,0.22882357005240522,2.4480050180909863,0.5994175398708614,0.0233787398031312,4794.521206693368
-703.5314286193534,39.67642948698064,0.22608033254465035,2.4076268862692474,0.5930424625642191,0.022661245980199737,4850.6640718844255
-703.6853426459103,22.38374192750369,0.22523983504838035,2.4019394232705715,0.5841531330876406,0.023410899860864653,4868.3940795296785
-703.3965351919471,100.0,0.23255210748842753,2.497285857416228,0.6154858853079993,0.023419810305540686,4718.290479339698
-727.6212439878763,3.0896994943457514,0.1979961627573697,1.958465635505474,0.46931361285300016,0.0195338461802279,5709.334432632031
-759.5756350762272,3.3329066124367746,0.20834499823687821,1.8557523934646623,0.4604233714942018,0.012059291132100945,5708.635964605786
-752.3027275515612,3.476691134673489,0.18150196232771326,2.424882705434704,0.40252358831244406,0.014373359863259058,5170.3106885249135
-726.0710598453331,3.2711326754985173,0.19919066303297747,2.1116555000198813,0.4532769692758069,0.013052446731397967,5462.8219336675675
-703.4709389497424,52.18291791320195,0.23077190789015847,2.473456897535614,0.6074919768070732,0.023433977321243454,4755.089101605448
-703.5020122990682,43.6443583804316,0.23042614830918914,2.4695930172508946,0.6052459403695933,0.023477986383050212,4762.240304999353
-703.6796923818628,23.036403333429917,0.2281378787420966,2.440195797811746,0.5921675022426158,0.02373170175977535,4812.260737511159
