rep,loglik,nu_true,nu_est,nuBot_true,nuBot_est,T1_true,T1_est,T2_true,T2_est,dij_true,dij_est,theta
1,-252.6211986563212,1.0,1.0027191960515278,0.5,0.4906720529334094,1.0,1.026250524022828,0.25,0.237483705306752,0.001,0.002737675466176791,247747.82451431252
2,-362.8200182558394,1.0,1.153147772167373,0.5,0.517227499628345,1.0,0.9796266526222274,0.25,0.32712212845670663,0.001,0.00044887452492585564,243405.52126305763
3,-255.24226465896936,1.0,1.0202766029033454,0.5,0.4944880854546367,1.0,1.0117635683227697,0.25,0.2506450376382627,0.001,0.0009186479445447395,247689.68969858717
4,-255.4213936731503,1.0,0.9948874993600744,0.5,0.48643591131321356,1.0,1.021366545217241,0.25,0.2305420273755429,0.001,0.0006597973093984512,248719.29457555735
5,-258.84872507629916,1.0,1.0341138253385995,0.5,0.4979751621723745,1.0,1.0168340747161573,0.25,0.25788571973095314,0.001,0.0018436010546178105,246547.1253166303
6,-1213.8847158955214,1.0,4.205718720927748,0.5,0.5968456032555622,1.0,0.8099942766248008,0.25,0.7089041968891501,0.001,0.0006763482858940726,223403.79093521775
7,-251.2803721119526,1.0,1.000438778112934,0.5,0.4896325198252454,1.0,1.0238046144098325,0.25,0.23625909038512052,0.001,0.002256848790493642,248101.32852735807
8,-373.44193617957353,1.0,0.9061732467288863,0.5,0.457697329543632,1.0,1.0259622460063855,0.25,0.1714750282684926,0.001,0.0007024378750459793,254395.80884723697
9,-272.5474527288279,1.0,0.9613035317655468,0.5,0.4823788697675782,1.0,0.9994382909048023,0.25,0.22240587896671632,0.001,0.00037521423753406627,251892.87978132322
10,-3638.979166758516,1.0,0.6973412100145705,0.5,0.1766299330735341,1.0,1.01190602539679,0.25,0.01274273263162106,0.001,0.00121851979287641,273016.46319663234
11,-254.44281367997974,1.0,0.997778751265517,0.5,0.48965129310701677,1.0,1.0278872575269216,0.25,0.23458500542002128,0.001,0.0031880054003126314,247927.89923127627
