rep,loglik,nu_true,nu_est,nuBot_true,nuBot_est,T1_true,T1_est,T2_true,T2_est,dij_true,dij_est,theta
1,-87273.3849599701,1.0,0.4866025135234063,0.5,0.40151676765991534,1.0,0.29851369467737976,0.25,0.6772600172665713,5e-07,0.00010100000000000002,340388.16446178145
2,-80675.74055353744,1.0,0.7147918311637818,0.5,0.825949277191045,1.0,0.6656765175179554,0.25,0.06675508965113891,5e-07,0.000101,252676.02152065517
3,-22658.673975983787,1.0,2.1216786847933076,0.5,0.4257866477065576,1.0,0.35630376529880753,0.25,0.6470834725271482,5e-07,0.000101,311144.64791771426
4,-52212.344569199646,1.0,0.2887475622094322,0.5,0.31214679976963644,1.0,0.14410714488357412,0.25,0.4182807106716968,5e-07,0.000101,418053.70978582185
5,-50994.079401014016,1.0,3.967481591939025,0.5,0.7756551866141151,1.0,3.799537677134249,0.25,0.3388048233357152,5e-07,0.000101,103889.23003265429
6,-38016.64120016042,1.0,0.6681753548419815,0.5,0.2128467420270046,1.0,0.510962610322244,0.25,0.11779381502839587,5e-07,0.00010099999880242908,386688.8272644804
7,-2342.554756957994,1.0,3.2922411518005736,0.5,0.6548188769156973,1.0,0.7550801306548319,0.25,0.7354318796250267,5e-07,0.000101,218508.01082174454
8,-19099.176552143163,1.0,1.2873947875018985,0.5,0.8473820451169958,1.0,0.5652737531584372,0.25,0.8372761853943466,5e-07,0.000101,205454.07580975367
9,-3072.0000555546176,1.0,2.0128151923546436,0.5,0.521766794893107,1.0,0.6718517038067836,0.25,0.601783525462793,5e-07,0.000101,256295.02413216993
10,-30651.03285189773,1.0,2.429215670289653,0.5,0.35590591729796783,1.0,2.011172181145681,0.25,0.18540936688906884,5e-07,0.00010025,183055.4172566428
11,-63302.994167671466,1.0,0.4096125141247139,0.5,0.4433908538836698,1.0,0.7236181753733628,0.25,0.17297023477585557,5e-07,0.00010099999999999999,335681.27746846376
12,-8318.386635076553,1.0,0.9585608540601058,0.5,0.630670469063851,1.0,1.1418746988917032,0.25,0.1660402749781433,5e-07,0.00010099999999999999,222903.51580765628
13,-5615.623007345359,1.0,1.3105023831139146,0.5,0.7255552864416186,1.0,1.103327339301271,0.25,0.4838272428495967,5e-07,0.000101,205105.57205812354
14,-32379.16759616685,1.0,1.6445772935306666,0.5,0.2361964331357894,1.0,1.4300594742143016,0.25,0.09469958792136536,5e-07,0.000101,227849.2920900237
15,-29507.357631756477,1.0,0.8820096721055337,0.5,0.36820748987824237,1.0,1.2664008694861701,0.25,0.0001,5e-07,0.00010099996546611313,210296.2461726896
16,-10836.868704389708,1.0,0.8348191454435376,0.5,0.27824672279239554,1.0,1.2169617978720997,0.25,0.06300964566889146,5e-07,0.000101,264973.2826447584
17,-198275.3669470593,1.0,2.9687019635565073,0.5,0.1674415474099377,1.0,0.3242744383244279,0.25,0.08345682783559903,5e-07,0.000101,355018.10817438574
18,-13042.459738037334,1.0,3.678192459837844,0.5,0.621907717195199,1.0,1.6504845672233632,0.25,0.6799906806306139,5e-07,0.000101,183703.63300625235
19,-15573.034243737315,1.0,0.6217519507134366,0.5,0.37132862477157225,1.0,0.5203745396989901,0.25,0.14606726606467335,5e-07,0.000101,329441.98262945045
20,-118969.22281868281,1.0,0.6737664943886299,0.5,0.18177974239904973,1.0,0.0001,0.25,0.3253869361322179,5e-07,0.00010100007816341433,551596.8531324295
21,-6303.382273491101,1.0,3.417610738485716,0.5,0.5238973732990762,1.0,0.27749182540616885,0.25,0.6551598462606439,5e-07,0.00010099999890700425,281727.80903348327
22,-33691.88096562374,1.0,0.4604413517555549,0.5,0.6394338530288732,1.0,0.4618354646241929,0.25,0.17259846383485497,5e-07,0.000101,301046.1243774598
23,-137378.86180186158,1.0,0.5037868278050199,0.5,0.39753679322947455,1.0,0.25384448411346605,0.25,0.08736462685536406,5e-07,0.000101,346226.98769874725
24,-17418.03259866536,1.0,1.3318089382599414,0.5,0.3532355618105457,1.0,2.103484177811365,0.25,0.042374114878840755,5e-07,0.00010099999999999999,171301.23213350942
25,-5788.982216035347,1.0,1.9737729441370075,0.5,0.5145287929450009,1.0,1.426152355532528,0.25,0.37346407352933103,5e-07,0.000101,208720.69543673456
26,-15548.510306792472,1.0,1.1420943085564974,0.5,0.4941266986046915,1.0,0.3796425233446117,0.25,0.6776638056463637,5e-07,0.000101,289813.76599006186
