rep,loglik,nu_true,nu_est,nuBot_true,nuBot_est,T1_true,T1_est,T2_true,T2_est,dij_true,dij_est,theta
1,-152.8447779616637,1.0,1.2177589050851922,0.5,0.528529454427539,1.0,0.9682575294128798,0.25,0.354343667575359,0.1,0.07604815061425753,2418.0533334270667
2,-152.8447166359129,1.0,1.2160390200879327,0.5,0.5284136931930999,1.0,0.9682933751265608,0.25,0.3537523871325968,0.1,0.0761021936050174,2418.53823852023
3,-152.8447504124906,1.0,1.2169323384106714,0.5,0.5285925447353587,1.0,0.9683560695154388,0.25,0.3541498861479497,0.1,0.0760506861432404,2418.042740651013
4,-152.84472971957257,1.0,1.2159486100200287,0.5,0.5283175599645766,1.0,0.9684037533212211,0.25,0.3535597743197616,0.1,0.07608840989322074,2418.6220862522796
5,-152.84472225218212,1.0,1.2143946284318383,0.5,0.5282303298850161,1.0,0.9685612197712599,0.25,0.3529673851641283,0.1,0.07615905700016931,2418.937629248474
6,-152.84472955408128,1.0,1.216118014229677,0.5,0.5284347456994566,1.0,0.9681892091932749,0.25,0.3538137107147654,0.1,0.07607525442138774,2418.54925456633
7,-152.84492390248352,1.0,1.210038383813732,0.5,0.5277038068060401,1.0,0.9687379384628725,0.25,0.35125137519272936,0.1,0.07633641005527536,2420.5139731096538
8,-152.8456549993511,1.0,1.205177756840761,0.5,0.5271992479554046,1.0,0.9689402265409156,0.25,0.34945741887274173,0.1,0.07661239875607856,2422.164614184435
9,-152.8447649140906,1.0,1.2174006015194672,0.5,0.528563238441893,1.0,0.9680847814732515,0.25,0.3543591370424986,0.1,0.07603771479447048,2418.185669579185
10,-152.8452053254411,1.0,1.2082546088397292,0.5,0.5274291451972167,1.0,0.9679167871127791,0.25,0.3507070299303249,0.1,0.07637031476042701,2421.794876605279
11,-152.84472345674314,1.0,1.2158613385854693,0.5,0.5284024565828667,1.0,0.9683041794402842,0.25,0.3536464659555124,0.1,0.07608191109945743,2418.563118759398
12,-253.56823771590317,1.0,0.5092106939333247,0.5,0.5404924023399794,1.0,0.00010000000000000002,0.25,0.900281452981681,0.1,0.08943884563648496,2938.7511142754593
13,-152.84473983159413,1.0,1.2162966523478274,0.5,0.5284721569894117,1.0,0.9681738278593252,0.25,0.35395400981811936,0.1,0.07608021556190799,2418.487485267908
14,-152.84490950264058,1.0,1.2197062924281543,0.5,0.5288283865215946,1.0,0.9679295230385878,0.25,0.3553037271296931,0.1,0.07595064781388516,2417.4304419879886
15,-152.84473367728316,1.0,1.216412297358901,0.5,0.528472162167833,1.0,0.9686855693653256,0.25,0.3538145422314504,0.1,0.07613422571981807,2418.138107990278
16,-152.84474789862378,1.0,1.2173014153028432,0.5,0.5285726020502901,1.0,0.968339554225704,0.25,0.35423913876379765,0.1,0.07604990247243582,2418.0181663061812
17,-152.84470291012155,1.0,1.214987922609602,0.5,0.5282725601213382,1.0,0.9684836778423266,0.25,0.35325301191207026,0.1,0.07615064803069915,2418.834104631658
18,-152.8449251606529,1.0,1.210617825917574,0.5,0.5278954677585462,1.0,0.9686431211272499,0.25,0.35163008943476504,0.1,0.07628115744625816,2420.157247793445
19,-152.84541825105885,1.0,1.2065734956523604,0.5,0.5271635792815027,1.0,0.9693869157943089,0.25,0.349483012062658,0.1,0.07652410183437705,2421.5892295021763
20,-152.8448014972817,1.0,1.215896452671281,0.5,0.5284345200209722,1.0,0.9682112757854278,0.25,0.35368631994659616,0.1,0.0760182787057888,2418.549027611326
21,-253.6007050619454,1.0,0.21506468318383531,0.5,0.5398776069791056,1.0,0.0001,0.25,0.89880914398802,0.1,0.08950452446456225,2941.3400819009034
22,-152.8449345021756,1.0,1.2190732969692446,0.5,0.52890709953838,1.0,0.9682388473933508,0.25,0.35505023192313206,0.1,0.07591145844322023,2417.1974496563953
23,-152.84471546622612,1.0,1.2158941893640787,0.5,0.528423072694126,1.0,0.9683543322131343,0.25,0.3537192296391939,0.1,0.07612145451702036,2418.5188714431224
24,-152.8451191490949,1.0,1.2085604005494683,0.5,0.5274081774246746,1.0,0.9689976088006874,0.25,0.35046968306175186,0.1,0.0764614333129233,2421.1016373572093
25,-152.84504919357624,1.0,1.209151515473999,0.5,0.5274828698038826,1.0,0.9689699472154386,0.25,0.35069828534698105,0.1,0.07643096085345548,2420.8808753963567
26,-152.8711867477449,1.0,1.1657182801937345,0.5,0.5211959044398231,1.0,0.970759094679996,0.25,0.33136557182093607,0.1,0.07846773433329701,2438.1187666035203
27,-152.84562869123857,1.0,1.2080982354404306,0.5,0.5277188888434637,1.0,0.968420163385594,0.25,0.35114998844689066,0.1,0.07643884330723935,2421.1979414039643
28,-152.84561156827795,1.0,1.205373082780138,0.5,0.5269432875628907,1.0,0.968854373669807,0.25,0.3491991166268211,0.1,0.07655418780414384,2422.5518175987568
29,-152.8447272802174,1.0,1.2139622468730604,0.5,0.5281720741681907,1.0,0.9686123767288034,0.25,0.3527960621535261,0.1,0.07620378605580845,2419.0890058209507
30,-152.84472303021556,1.0,1.2136137352011374,0.5,0.5281204401831737,1.0,0.9685117977896996,0.25,0.35271898292798026,0.1,0.07620148447131866,2419.3170902652646
31,-154.052132375604,1.0,2.2512924004190973,0.5,0.5828769613393606,1.0,0.9044453573281734,0.25,0.5869364224390539,0.1,0.06182099369463966,2264.2787948533655
32,-152.84471764231893,1.0,1.216237532604241,0.5,0.5284221556349599,1.0,0.968438196378271,0.25,0.3537862415935952,0.1,0.07610830390841165,2418.403292343196
33,-152.84498058904708,1.0,1.2135811060788824,0.5,0.5282344259533549,1.0,0.9678793303162878,0.25,0.35283983927695495,0.1,0.07614103735456852,2419.461902691311
34,-152.84503503760527,1.0,1.2113444112426721,0.5,0.5279888839792662,1.0,0.9695062246052482,0.25,0.35180742489098815,0.1,0.07642375125229116,2419.3949317466213
35,-152.84550967377066,1.0,1.2106179084273634,0.5,0.5276319233518313,1.0,0.9705225874663115,0.25,0.3505425394797998,0.1,0.07635313575736836,2419.2802193360244
36,-152.8447569834375,1.0,1.2129661632767204,0.5,0.5280635348200874,1.0,0.9689010392864652,0.25,0.35239330718065753,0.1,0.07627095299201193,2419.2978245984687
37,-152.8448036798845,1.0,1.215649817967713,0.5,0.5283112710304242,1.0,0.9689548766805791,0.25,0.35324441648318966,0.1,0.07618064173715838,2418.316021518292
38,-152.84597100694472,1.0,1.2128797414991872,0.5,0.5276449432274017,1.0,0.9665562213791392,0.25,0.35292915288535137,0.1,0.07608379685690912,2421.5743193935004
39,-152.8447642744066,1.0,1.2141006973755153,0.5,0.528181997316577,1.0,0.969210387156538,0.25,0.35267590726512277,0.1,0.07621069633686992,2418.6765319547576
40,-152.84470377517965,1.0,1.2148722963194014,0.5,0.5282832783133945,1.0,0.9685121340280098,0.25,0.353237633510389,0.1,0.07616556695639116,2418.827014838405
41,-152.84481037157053,1.0,1.2158692167857343,0.5,0.528446495352709,1.0,0.9689699908634656,0.25,0.3534199242074975,0.1,0.0760595369613783,2418.039587622189
42,-152.8464391538866,1.0,1.2026308950551756,0.5,0.52702953349356,1.0,0.9704305494478869,0.25,0.34803682380172746,0.1,0.07679549723617136,2421.939852876133
43,-152.84470323011976,1.0,1.214931861814401,0.5,0.5282796081556308,1.0,0.9684994728529778,0.25,0.35323410389435533,0.1,0.07615266747746557,2418.820768126148
44,-152.84482362274997,1.0,1.2119678935299938,0.5,0.5278678017320226,1.0,0.9689598738519715,0.25,0.35179963825943933,0.1,0.07625899134848083,2419.7141269202316
45,-152.845426505383,1.0,1.2109177167538752,0.5,0.5283523561533765,1.0,0.9695982215337822,0.25,0.3519716545387663,0.1,0.07638549030712108,2418.8124750351244
46,-152.84473489010838,1.0,1.2161218267986509,0.5,0.5284740218754919,1.0,0.9684846911280303,0.25,0.35380249629946753,0.1,0.07608219200196603,2418.315931818377
47,-152.85718226656405,1.0,1.1798560924141388,0.5,0.5243757910725274,1.0,0.9700384097001479,0.25,0.3391115693682712,0.1,0.07751805683446,2430.8524047500264
48,-152.84475374416482,1.0,1.2173151276217251,0.5,0.5286126671587773,1.0,0.9683980818090643,0.25,0.35429290426190324,0.1,0.07606713122759448,2417.92704407238
49,-152.84526288593503,1.0,1.2071607809747327,0.5,0.5273665007259519,1.0,0.9687448435664417,0.25,0.35007252228988245,0.1,0.07646029585966127,2421.5708405019004
