loglik,nu0,nuBot,T1,T2,dij,misid,theta
-485.21354075694694,28.588179969232563,3.1255761506697226,44.30445715826256,7.205962661498276,0.0020638918587139402,0.03472205810424175,378.7664217748514
-484.9496056702781,36.114641623054474,4.015844412369673,57.24472788016462,9.201503356625738,0.0016006112796523291,0.03496629908685285,294.788715010856
-485.30182192529173,25.349698507052324,3.030768932187311,42.99358831673762,6.80864340038247,0.0021338781247275847,0.03485645432120121,391.30901430400615
-485.7160919179096,17.934298647205782,2.392167594514083,33.89261102192571,5.184098506881135,0.0027330773841429848,0.034464451976871306,495.92381300457686
-485.312705755804,24.96856799802503,3.0193742547500113,42.93439383308434,6.7477422223968935,0.0021412233963259545,0.03478117373973543,392.2324007071496
-485.0797988784362,31.226310902986047,3.647220760894662,51.97415522047054,8.245844803175615,0.001775655301323625,0.03467968003487499,324.78445404659453
-486.4533210482084,11.290091156157633,1.6074302297052,22.594261794543883,3.3892365819611197,0.004048199641568448,0.03455645984282694,736.3196440253558
-665.1250979217473,2.413948172736342,1.5008993464043856,13.855793134567056,1.9032335316222562,0.004802816777419498,0.041768526829355744,1129.3993401756538
-485.1877025778363,29.545677902602698,3.166988824311631,44.893098811597085,7.333907409781358,0.0020325758501818997,0.03465269183517666,373.6309318409988
-485.0906713826857,32.71427562862412,3.4058838703896175,48.28702192751124,7.950803284028842,0.0018894307128336492,0.034619502212434546,347.4645988636603
-485.28167235048346,26.380297549372244,2.995660381702796,42.45461057450652,6.8308889088537486,0.0021588358183597194,0.03461831038403984,395.43363264347005
-484.94545372603886,37.47108093044617,4.0981997792557046,58.308997540896506,9.436146058968081,0.0015844941504329342,0.03485214016217493,289.174359072653
-485.30939769549053,27.2617665687584,2.913753856885055,41.34875780956142,6.737551351049268,0.002215898896126791,0.03464289672700468,405.186964386652
-485.7435239531422,17.792710944083343,2.283346450147992,32.33595944910476,5.008291235333662,0.002844924179736936,0.03469025197085469,518.5046923342433
-485.02290880338967,35.287631419584955,3.6096119400481683,51.10540491104404,8.472275767894796,0.0017719711702394723,0.034844083652748055,328.25752651397846
-487.08115038159,8.185527082813543,1.2748453397056143,17.787524626231587,2.594128521096258,0.0051486792796117415,0.03426222896122733,928.9430599900433
-486.8669580187636,9.283817629183057,1.5489783157686008,21.84332152822212,3.0706787319931133,0.004341959307004945,0.03432284419365186,766.4836484992779
-484.9957626197321,34.76546111450112,3.773919329861048,53.74055803905122,8.702274919562093,0.0017049556194201694,0.034754695609412675,313.43651604962423
-485.2160592740125,27.72679286653493,3.167428877085697,44.99402150957377,7.205393606262253,0.0020416221483954755,0.03464623693769074,373.7757787564095
-485.5100430690273,22.516807763334967,2.619717777700996,36.85101597928142,5.959358711102995,0.0024687955959374923,0.03455072146832117,453.8866452651404
-485.2205710262283,27.500612393485326,3.167964022172665,45.013265685104265,7.18941207062768,0.0020397974127656926,0.03468592351778365,373.74505489798025
-485.57143440578335,20.771033099723073,2.46709966506111,34.88273511266196,5.542270616080933,0.0026141486660210067,0.034600505623423455,479.88657663725996
-485.4150293793074,23.042398930192473,2.7962227571705447,39.81245135762255,6.232144448484832,0.0023092735457608186,0.03475511276795271,422.64368707169706
-485.50691947007414,21.030267248992395,2.6974492220657043,38.296698166425294,5.917533377644563,0.0024057897362483698,0.03477258601614585,439.54743684567757
-485.17994733362616,29.004420288517572,3.243788667147343,46.09564976525484,7.426150560175941,0.0019998846470031585,0.03459231916411318,364.79177565272664
-485.38578813368497,24.43327440510727,2.93921668815938,41.6008887300532,6.5896034192709205,0.0022010161784625794,0.03534993130349936,403.9852903163561
-484.90884245167103,37.65987571104138,4.221984147450013,60.16362411598147,9.664313230023716,0.0015277464351337252,0.035017881355374966,280.7175265015237
-485.2390804482389,28.17887129822295,3.052285923611046,43.194597642372095,7.054312216035278,0.0021130382239196847,0.034552688694647296,388.0361490326278
-633.8524253350349,2.453492258019038,1.6736608735881426,16.666591203372516,2.1323694233502715,0.005085160538075047,0.031914593690418706,977.5950102608653
-485.08873156885767,31.088963143482133,3.543372307974541,50.423129695115875,8.068004460754487,0.0018255804948258392,0.034768457486539915,334.2355323306315
-639.5444179637915,2.4105982146090943,1.618661636291991,15.959350140643616,2.1085972396448938,0.007338793498065562,0.024182719062112577,1014.3922694038607
-485.0345201931988,33.080397118238125,3.668421704316602,52.18368596014878,8.419489603431963,0.0017588386788746572,0.03476725100156867,322.79814374060675
-486.78680140780614,14.394745412723784,1.4626104165439926,20.23043050473338,3.4256969440768956,0.004344814156795603,0.03363230426941587,806.611617529415
-485.05903646297895,34.021479183521656,3.4836413739623144,49.36281338474309,8.171760667821701,0.0018457091027197004,0.03465878134647218,339.78786105698305
-484.95053279590144,36.40225949694362,3.9303122945175293,55.95069131666733,9.085813643165386,0.0016348846146227885,0.03483827332283241,301.14754757681624
-485.26995690113483,26.25361466981184,3.0579577113278256,43.42669234749253,6.915049982178597,0.0021152277222336543,0.034698909493122876,387.2493561750453
-485.3402677231545,25.021961987882225,2.87698763700018,40.846670074936604,6.523290177909996,0.0022418634638664164,0.03471123256498255,411.0741974496637
-485.1361378111187,31.329545909467104,3.291240337720103,46.68156179337552,7.662927616526382,0.001953703540843536,0.03479302484119471,359.3760736730528
-485.1938761098521,28.642087270130585,3.198338479449383,45.36536482407544,7.327062309379512,0.0020159884219067194,0.03456670681190964,370.3375892380262
-486.4654377504284,11.499649361961144,1.572956743063906,22.035287510263753,3.3676281885072874,0.004128173219049538,0.034364093911691186,752.596405071817
-485.4699377262008,21.64354319729951,2.7947031855784448,39.77671996109998,6.114733961142973,0.0023267351933263206,0.03484121640828369,423.88877796119704
-485.2787686846241,26.657570031054476,3.0951930038372497,43.80096470723806,7.039872050956841,0.0021028655114372343,0.03439593311348368,383.6631805590743
-485.6866727531112,19.561740798828147,2.312965703697826,32.66738117836343,5.193217123846063,0.0027615284276056736,0.034914956998385656,511.4261041759948
-485.54394871049993,21.165249326505222,2.5133119911192043,35.59780223812627,5.644358430256391,0.00257268948025458,0.03457213827851601,470.67516884510025
-485.2748985539017,26.072589073134868,3.0557590017960696,43.371539792400675,6.901604070625315,0.0021169224312447173,0.034715631072150394,387.758081665427
-485.0463720379655,32.34780373185738,3.8448291347503605,54.821360953859724,8.650259489022554,0.0016781065815830729,0.03488801655537622,308.34998704071876
-485.2042669329428,28.09530550478555,3.2287935507670644,45.87938418978875,7.330534206636326,0.0020064283912390713,0.034937348603051595,366.7676121786868
-485.40023448665096,22.96980827744583,2.9599841292440177,42.16352905234303,6.4826945511991925,0.00219553924546217,0.034872717131548825,400.3571306053775
-485.0777806072773,32.247337982045856,3.4811067604975356,49.4089076189715,8.049893258438141,0.001850367680117457,0.03471275734825196,340.1670247520687
