rep,loglik,nu0_true,nu0_est,nuBot_true,nuBot_est,T1_true,T1_est,T2_true,T2_est,theta
1,-175.76742760450784,1.0,1.3215793892130643,0.25,0.2613008922091028,1.0,1.1102922932669022,0.25,0.29740187836390347,4677.014943036566
2,-175.7672912609153,1.0,1.3160848409679122,0.25,0.2610982731611959,1.0,1.1096304186251391,0.25,0.29657066860392395,4679.815506195906
3,-176.194347604815,1.0,2.008112127759442,0.25,0.28091952636483947,1.0,1.1767762623659666,0.25,0.3739908030054935,4417.418032279569
4,-175.76728751991413,1.0,1.3152641439300485,0.25,0.26106004034494873,1.0,1.1093870157764418,0.25,0.2964616806465602,4680.505937742302
5,-175.76734831879676,1.0,1.3093937515347538,0.25,0.2608196439616509,1.0,1.1087396459237762,0.25,0.29552552366622237,4683.534387029058
6,-175.80926841915795,1.0,1.2073108687728065,0.25,0.2561581018120921,1.0,1.094110321277459,0.25,0.278422250111074,4745.2881635079575
7,-175.76728540895255,1.0,1.3151961857303072,0.25,0.26106157633955224,1.0,1.1094487123287884,0.25,0.2964357265634433,4680.388564237617
8,-175.76735046098725,1.0,1.3098826032936588,0.25,0.26086558514777997,1.0,1.108854057822231,0.25,0.2956373399071426,4683.079763036879
9,-175.76751096450988,1.0,1.3183937676156685,0.25,0.2612751536554208,1.0,1.1104415627780646,0.25,0.29699786865114386,4677.451911997307
10,-175.77940674503986,1.0,1.3796220681232412,0.25,0.26358870356123976,1.0,1.1180022663656437,0.25,0.3062185249778083,4646.407077609571
11,-175.76769991267736,1.0,1.3027326264856613,0.25,0.26052800403813514,1.0,1.1080580852505693,0.25,0.2944423674204902,4687.037294305334
12,-175.76742146215597,1.0,1.3078409915731046,0.25,0.2607133271409184,1.0,1.1085778402123978,0.25,0.2952171599483545,4684.532379172532
13,-175.76738966286132,1.0,1.3082566031395755,0.25,0.2607428055578952,1.0,1.1084590233438778,0.25,0.2953259549342863,4684.5081611114465
14,-175.76749181278046,1.0,1.3058668765016646,0.25,0.26065180803488114,1.0,1.108287657413835,0.25,0.2949420584297628,4685.577020525793
15,-578.8609598693872,1.0,0.23390333951569595,0.25,0.9102666298718827,1.0,0.47177246903928427,0.25,0.0001,7282.54721014941
16,-175.7733087531583,1.0,1.2924711698744538,0.25,0.2601070439120373,1.0,1.1028488893530362,0.25,0.2935441126317384,4698.9485436744635
17,-175.7672904170692,1.0,1.3122756340333397,0.25,0.26092198049001986,1.0,1.1091036198473194,0.25,0.2959507704409337,4682.039149053423
18,-175.7673014862667,1.0,1.3163902231635822,0.25,0.2610970283211556,1.0,1.1094519710536936,0.25,0.29663614237613567,4680.058093285108
19,-175.76730462784082,1.0,1.3136330721682448,0.25,0.26098861961187203,1.0,1.1092977612736572,0.25,0.2962008265667129,4681.27847289462
20,-175.76727967205986,1.0,1.3138909535014434,0.25,0.2609960877194969,1.0,1.1092984883232497,0.25,0.2962190689589327,4681.147310995762
21,-175.76732921012726,1.0,1.3129745837675406,0.25,0.2610017464708358,1.0,1.109497916283522,0.25,0.2961014103218936,4680.984574380565
22,-175.76735808916888,1.0,1.309063295253902,0.25,0.26080624072661623,1.0,1.1086299084308788,0.25,0.2954853103641959,4683.819302924644
23,-175.76751783536557,1.0,1.3052698915184229,0.25,0.2606493911491597,1.0,1.1081009321227997,0.25,0.29488799913234154,4685.94483778491
24,-175.76752303276118,1.0,1.305228250638563,0.25,0.2606247373595142,1.0,1.1081827759841134,0.25,0.29484711095950134,4685.973396068707
25,-175.7672797057788,1.0,1.3139427012627423,0.25,0.2610011412506252,1.0,1.1093035977644832,0.25,0.2962313299178774,4681.106786025706
26,-175.76728509450786,1.0,1.3154866668877543,0.25,0.2610690046701705,1.0,1.1095012498320866,0.25,0.29648032218876286,4680.248158757146
27,-175.76728017337635,1.0,1.3136680595729384,0.25,0.26099066354010914,1.0,1.1092788410852328,0.25,0.29618961495759644,4681.240618744158
28,-175.78913700261222,1.0,1.235476484864189,0.25,0.25770076026121846,1.0,1.0968076784200131,0.25,0.28384546087597506,4728.788049179204
29,-175.76728470108438,1.0,1.3145228699304838,0.25,0.2610364976593109,1.0,1.1093325655451207,0.25,0.29634850849156974,4680.812223457587
30,-177.39172817116133,1.0,8.076454854917763,0.25,0.3142579383790537,1.0,1.2963152464271313,0.25,0.5166950865399516,4007.2453595490933
31,-175.76731604687876,1.0,1.3106114330577747,0.25,0.2608572370899739,1.0,1.1088636707188315,0.25,0.2957005206228059,4682.971906443017
32,-175.7675242078156,1.0,1.3061479084961105,0.25,0.26069887056139635,1.0,1.1078768684655296,0.25,0.2951008557573178,4685.924235725627
33,-175.76833456827785,1.0,1.2968680489893234,0.25,0.26022106649717053,1.0,1.1063942452312998,0.25,0.2935834384523542,4692.017263882743
34,-175.7672866694436,1.0,1.3157478697610678,0.25,0.2610773619365395,1.0,1.1095253837454757,0.25,0.2965174977318031,4680.127518551807
35,-576.4897284545954,1.0,0.20279492768120316,0.25,0.23396634323564638,1.0,0.00010000000000000002,0.25,0.4718307169464256,7285.787392445326
36,-176.15724193149572,1.0,1.9549247768690383,0.25,0.2797420250892218,1.0,1.1714608118625778,0.25,0.36952923551456773,4433.808704608074
37,-175.7672895178805,1.0,1.31606145175266,0.25,0.26108191089742583,1.0,1.1095710951247828,0.25,0.2965548609061489,4679.99120314676
38,-175.76729531139625,1.0,1.313459880786231,0.25,0.2609903058732552,1.0,1.1094738637903543,0.25,0.2961360597580685,4680.979159783554
39,-175.9616937305335,1.0,1.6835174495434737,0.25,0.27356849182152115,1.0,1.1495983597354038,0.25,0.3443696398111794,4516.888610460184
40,-175.7672804755954,1.0,1.3135800519545082,0.25,0.2609776886854527,1.0,1.109242774542748,0.25,0.2961657111823377,4681.36999215707
41,-175.7673083291806,1.0,1.3168553194559969,0.25,0.2611026813294641,1.0,1.1095154318808156,0.25,0.296692123727414,4679.872377759856
42,-175.76728130677367,1.0,1.3132871406491209,0.25,0.26097031721215996,1.0,1.1092396885282074,0.25,0.2961207644287599,4681.45321838006
43,-177.27302426930748,1.0,6.2693924579583955,0.25,0.3102438882721219,1.0,1.280023531911414,0.25,0.500181722000082,4054.354386132564
44,-175.78527230092644,1.0,1.2424595440071606,0.25,0.25804169085500966,1.0,1.0979835978227308,0.25,0.28504907696624066,4724.174518560653
45,-175.76729372894164,1.0,1.3152781189082157,0.25,0.26105672108284167,1.0,1.1092808464018176,0.25,0.29646926219283076,4680.6681656705905
46,-175.76802625773695,1.0,1.2983837816121166,0.25,0.2603496697292315,1.0,1.1071626852831224,0.25,0.2937951769910523,4689.902770139319
47,-175.7673098005502,1.0,1.3175880604678905,0.25,0.2611571238083475,1.0,1.109809850598122,0.25,0.2968008186394712,4679.027885776742
48,-175.77336309588134,1.0,1.3620883175315288,0.25,0.26281840280869034,1.0,1.1148821429648805,0.25,0.30350984219107713,4656.930984186287
49,-177.25828763566415,1.0,6.099775903106912,0.25,0.31000864510451515,1.0,1.2803453717607018,0.25,0.4985140558394251,4056.3590667853896
50,-175.76744934539664,1.0,1.307259291519519,0.25,0.26067727229651216,1.0,1.1082647460147186,0.25,0.2951405172961486,4685.261854669372
