rep,loglik,nu0_true,nu0_est,nuBot_true,nuBot_est,T1_true,T1_est,T2_true,T2_est,theta
1,-272.64218320990767,1.0,1.0190574191350084,0.5,0.49339789220904817,1.0,1.0216780955012228,0.25,0.24022903540817997,248613.55509161367
2,-272.6422685950638,1.0,1.018899422493895,0.5,0.4933609585590996,1.0,1.0216951808647776,0.25,0.2401347477561387,248621.46286548316
3,-272.6421747790082,1.0,1.0190062969044156,0.5,0.4933814782161302,1.0,1.0216785741226795,0.25,0.24019726907473973,248617.12971127662
4,-272.64217040255244,1.0,1.0190132772923641,0.5,0.4933857655590369,1.0,1.0216789307163392,0.25,0.24020329213861827,248616.34722438108
5,-272.64224023661154,1.0,1.0190680099537623,0.5,0.49340283666118495,1.0,1.0217349541192124,0.25,0.2402138634628947,248608.1939187638
6,-272.64218369489026,1.0,1.0190468187886803,0.5,0.4933975362771813,1.0,1.0216662394786533,0.25,0.24022763765861965,248614.66143780947
7,-272.6421832199485,1.0,1.0189701106296642,0.5,0.49337681246348536,1.0,1.0216842578874024,0.25,0.2401779635803402,248618.28743723215
8,-272.6421716588702,1.0,1.0190253592525393,0.5,0.49339300830076166,1.0,1.0216789876785595,0.25,0.24021290603135542,248614.99660089368
9,-272.6421842982163,1.0,1.0190498641606947,0.5,0.4933964255300166,1.0,1.021683834868958,0.25,0.24022512853153682,248613.67873603752
10,-272.642193444608,1.0,1.019031507408646,0.5,0.4933853117043788,1.0,1.0216583931511374,0.25,0.24021798569161598,248617.51854072177
11,-272.64216982843936,1.0,1.019017295905963,0.5,0.49338804858231916,1.0,1.0216816059236007,0.25,0.24020561132346455,248615.73030062395
12,-272.6421735313561,1.0,1.018999786823679,0.5,0.49338458110900946,1.0,1.021675273037873,0.25,0.24019651576294815,248616.98334692305
13,-272.64217017127885,1.0,1.0190105977877024,0.5,0.4933875085026095,1.0,1.0216726084738572,0.25,0.2402054503179012,248616.61487016303
14,-272.6421725350883,1.0,1.0190124590007708,0.5,0.4933866918499809,1.0,1.0216928310185136,0.25,0.24019846377082363,248615.1911390041
15,-272.6421702587504,1.0,1.0190113120450384,0.5,0.493389299319559,1.0,1.0216817691491138,0.25,0.24020312370120703,248615.62044119718
16,-272.6421766659041,1.0,1.0190038488752318,0.5,0.4933812264192788,1.0,1.0216763373779094,0.25,0.24019858929511878,248617.5105082119
17,-272.6421713472846,1.0,1.0190271568974592,0.5,0.49339019495632586,1.0,1.0216858610177435,0.25,0.24020924454550824,248614.84771405908
18,-272.6422727228528,1.0,1.0189198983383634,0.5,0.49337009494469614,1.0,1.0217124042279166,0.25,0.2401399914996733,248618.15677593483
19,-272.6421730145921,1.0,1.0190067065776696,0.5,0.4933896447667209,1.0,1.0216799692225136,0.25,0.24020143488519644,248615.7645868852
20,-272.64217030249347,1.0,1.0190198316576338,0.5,0.49339003957777866,1.0,1.0216743654649556,0.25,0.2402101894117427,248615.89177564636
21,-272.64217066415586,1.0,1.0190245556306206,0.5,0.493390287456812,1.0,1.0216759581374208,0.25,0.2402113017075423,248615.59616970594
22,-272.64217584679864,1.0,1.0190057092367428,0.5,0.49338550176230617,1.0,1.0216832360218313,0.25,0.2402007618725451,248616.40786080126
23,-272.6422254677527,1.0,1.0190022626789157,0.5,0.4933795497213967,1.0,1.021729845034421,0.25,0.24017269127831226,248613.4657920266
24,-272.64217027088307,1.0,1.0190200142976709,0.5,0.4933883334320406,1.0,1.0216859572078476,0.25,0.2402046953686574,248615.25468475142
25,-272.6421722379273,1.0,1.01901421378681,0.5,0.4933884436277876,1.0,1.02169164209475,0.25,0.24020102966654178,248615.00186374338
26,-272.6421693656084,1.0,1.019008491595174,0.5,0.4933867458525674,1.0,1.0216794906549898,0.25,0.24020143623713097,248616.25182227016
27,-272.642169434901,1.0,1.0190160546047662,0.5,0.49338784517401935,1.0,1.021679786409448,0.25,0.24020532447212423,248615.90321965262
28,-272.6424904464511,1.0,1.0188245742847206,0.5,0.4933420560795579,1.0,1.0217281169454322,0.25,0.24007932027481804,248623.5014900866
29,-272.6421861947965,1.0,1.0190144387573759,0.5,0.493385311811381,1.0,1.0217102011678247,0.25,0.24019080513082952,248613.96061519827
30,-272.6421697151127,1.0,1.0190124690072826,0.5,0.49338752819508636,1.0,1.021684323543221,0.25,0.24020161790780067,248615.66864123804
