rep,loglik,nu0_true,nu0_est,nuBot_true,nuBot_est,T1_true,T1_est,T2_true,T2_est,theta
1,-147.03892444884056,1.0,1.0188911424583749,0.5,0.5027458475399929,1.0,1.0446686841791042,0.25,0.24308112586425168,2422.2119341088187
2,-147.03890945843563,1.0,1.0191423182390957,0.5,0.5027456747477361,1.0,1.0449053879988288,0.25,0.24310894552397042,2421.9895287759805
3,-147.03891766873173,1.0,1.0186699319788939,0.5,0.5026181381059892,1.0,1.0448937614607487,0.25,0.2428192788549813,2422.2837968824683
4,-147.03961625277196,1.0,1.0177628644152064,0.5,0.5024310820876801,1.0,1.0461867733786905,0.25,0.24168496583265608,2421.7439426869937
5,-147.03894415207168,1.0,1.0186021320422893,0.5,0.5025363024110631,1.0,1.0450957768919287,0.25,0.24264282680029386,2422.258481864751
6,-147.0389113099697,1.0,1.0191752374208518,0.5,0.5027588649268168,1.0,1.0448687679171045,0.25,0.24312379554506536,2421.9751265768296
7,-147.03891115875032,1.0,1.0190634216380652,0.5,0.5027438388293333,1.0,1.044783066565641,0.25,0.24311229445817678,2422.0931908901366
8,-147.03891293666658,1.0,1.0192736407107168,0.5,0.5027621491683523,1.0,1.044996896069011,0.25,0.24313752149888318,2421.867180763902
9,-147.03893332015167,1.0,1.0189532090757134,0.5,0.5026725722907349,1.0,1.0452396905784263,0.25,0.24282512856378471,2421.879068085266
10,-257.18685133453016,1.0,0.40607830666986977,0.5,0.5362749125914753,1.0,0.0001,0.25,0.8179235398409372,2942.737113722018
11,-147.0390323597862,1.0,1.0196141434121557,0.5,0.5029617649511481,1.0,1.0442591189951258,0.25,0.2436487010880946,2422.0057904978185
12,-257.88638486780496,1.0,0.536491149187338,0.5,1.811823923208238,1.0,0.8184863171024676,0.25,0.0001,2940.7783509415203
13,-147.03891354142473,1.0,1.0188141528186665,0.5,0.50264349682898,1.0,1.0449640721825502,0.25,0.2428646937377478,2422.1593959596357
14,-147.0389084565245,1.0,1.0190753435530835,0.5,0.5026983370652962,1.0,1.0448415572610046,0.25,0.24306365301626126,2422.111183697263
15,-257.2528192012275,1.0,0.15351532281894426,0.5,0.5360771039396507,1.0,0.0001,0.25,0.8172873240584716,2943.739170876805
16,-147.0389234439851,1.0,1.0189901838496362,0.5,0.5026034528926873,1.0,1.0448835712534175,0.25,0.24295125164050216,2422.2359164658656
17,-147.0389087932092,1.0,1.0190521117921756,0.5,0.5027193714212603,1.0,1.0448044354449442,0.25,0.2430841193530901,2422.115451161618
18,-257.1942596695006,1.0,0.3426422210609837,0.5,0.5362426664469441,1.0,0.0001,0.25,0.8178454431277248,2942.88349371947
19,-147.038907588612,1.0,1.0190293939845856,0.5,0.5026915568975142,1.0,1.0448717426663303,0.25,0.24303103438733578,2422.1119488230356
20,-147.03905644045005,1.0,1.0187197529993637,0.5,0.5023986929833625,1.0,1.0447510097684418,0.25,0.24280576151642383,2422.718186859389
21,-147.03891101635878,1.0,1.018865753327435,0.5,0.5026382966245834,1.0,1.0448737487316742,0.25,0.2429317663947146,2422.228422420762
22,-147.03911982090546,1.0,1.0195771770854882,0.5,0.5025792857431047,1.0,1.0443942330741989,0.25,0.24336595470527295,2422.4775918237997
23,-147.04222775937933,1.0,1.0249384940067365,0.5,0.5046723707809182,1.0,1.0444295521494225,0.25,0.2470075206975312,2418.2381671616467
24,-147.03891011890477,1.0,1.0188729956693257,0.5,0.5026523886128342,1.0,1.04492360516294,0.25,0.24291587882591742,2422.165089439172
25,-147.04130766700385,1.0,1.013517004826946,0.5,0.5014761761628055,1.0,1.0452984230038649,0.25,0.23977904117915075,2424.8638671078375
26,-147.0389083298693,1.0,1.0189457436282365,0.5,0.50268413394149,1.0,1.0448279617909475,0.25,0.24300631391765976,2422.173211695819
27,-147.03891154874765,1.0,1.0189687759922987,0.5,0.5026884188614764,1.0,1.0447879495940438,0.25,0.24305219277271692,2422.202203495249
28,-147.0389094307133,1.0,1.0191058210312638,0.5,0.5027336312991217,1.0,1.0448977302297624,0.25,0.24309270306847472,2422.023468440408
29,-147.0389123175099,1.0,1.0190969552323377,0.5,0.5027630586301146,1.0,1.0449200033398827,0.25,0.2430946575566648,2421.9650024531097
30,-147.0390586492811,1.0,1.0204343188831495,0.5,0.5031393532904913,1.0,1.045020164141686,0.25,0.24384535004307079,2421.029493374252
31,-147.03890868003575,1.0,1.0191686062546887,0.5,0.5027236981673647,1.0,1.044930115525144,0.25,0.24308581860851144,2421.9894539933734
32,-147.0393087683483,1.0,1.018018142013615,0.5,0.5020703376410744,1.0,1.045120675647725,0.25,0.24210816276584968,2423.051860561947
33,-147.0389220669128,1.0,1.018640728437846,0.5,0.5026052963222079,1.0,1.0449368833928758,0.25,0.24277451552111914,2422.2729145833314
34,-147.03890815556053,1.0,1.0191313581673844,0.5,0.5027350261943038,1.0,1.0448879881565754,0.25,0.24309575087252042,2422.0142153718016
35,-147.03890764509413,1.0,1.0190668358336314,0.5,0.5027088221343144,1.0,1.044931058425489,0.25,0.24303053776591535,2422.032821415121
36,-147.0390118236211,1.0,1.0180119552717906,0.5,0.5023874289535005,1.0,1.045045014437276,0.25,0.24232725232330016,2422.6538748176963
37,-147.03957323250785,1.0,1.016158525894918,0.5,0.5020272118378933,1.0,1.045126068527432,0.25,0.24131441183876004,2423.57094046623
38,-147.03891059875687,1.0,1.0190783717633196,0.5,0.5026921616807036,1.0,1.0450115387791625,0.25,0.2430056949973457,2422.00345604457
39,-147.0389077028479,1.0,1.0190135384662573,0.5,0.5026885958994016,1.0,1.044911773034118,0.25,0.24301124627768658,2422.0939101076874
40,-147.03893176004885,1.0,1.0188958249860454,0.5,0.5025664841590551,1.0,1.0450193673744193,0.25,0.2428312095223823,2422.210307393011
41,-147.03892767454673,1.0,1.019436523509702,0.5,0.5028303319706162,1.0,1.0448772516985498,0.25,0.2432614094185917,2421.794830428303
42,-147.0389747368607,1.0,1.0185220122976357,0.5,0.5025634198937404,1.0,1.0446353779793127,0.25,0.24289651754404193,2422.6324997674783
43,-147.0390555172791,1.0,1.0182135092829792,0.5,0.5024402497138852,1.0,1.0455147701064038,0.25,0.242262629106693,2422.189824038655
44,-147.03890729392276,1.0,1.01903264765283,0.5,0.5027000365096826,1.0,1.044907470321159,0.25,0.24302398748532045,2422.0733936214533
45,-147.0389239461941,1.0,1.0186334981886227,0.5,0.5025987718514829,1.0,1.0450114497490786,0.25,0.24275138776777117,2422.238564569917
