rep,loglik,nu0_true,nu0_est,nuBot_true,nuBot_est,T1_true,T1_est,T2_true,T2_est,theta
1,-156.898600807966,1.0,0.9789662424107928,0.25,0.26726887805799254,1.0,1.0236798251126367,0.25,0.25507391795897394,4874.648049933885
2,-156.8985600444268,1.0,0.9783432699314705,0.25,0.26725210958607193,1.0,1.0232809217826138,0.25,0.2549737910811333,4875.471427409403
3,-156.90276784120675,1.0,0.9628003862441136,0.25,0.2660977163322379,1.0,1.0207053675449351,0.25,0.2508539203316611,4889.558823515471
4,-156.89855248613202,1.0,0.9793671343580432,0.25,0.26732684859908107,1.0,1.0236239416207213,0.25,0.255209148414303,4874.277648654954
5,-156.8986560157132,1.0,0.976401685847911,0.25,0.2671256860082623,1.0,1.0230146606424568,0.25,0.2544756301540579,4877.052155423521
6,-156.89856458694828,1.0,0.9780569359835307,0.25,0.26723109316878696,1.0,1.0233824036750525,0.25,0.25487298384861456,4875.495578229143
7,-156.89855344261028,1.0,0.9789017464888373,0.25,0.26728903699016265,1.0,1.0235334416645678,0.25,0.25509480982444016,4874.757782054922
8,-156.89855748116966,1.0,0.978301899465093,0.25,0.2672475104676327,1.0,1.0233770248515985,0.25,0.25494374712242474,4875.356431695728
9,-156.89879773624403,1.0,0.9829882434580487,0.25,0.26761388958856236,1.0,1.024057994385698,0.25,0.2562191494815645,4871.211137753411
10,-156.89996385459892,1.0,0.9704620392291279,0.25,0.2666083746873877,1.0,1.0226970910096935,0.25,0.2526434524430887,4881.6149365545525
11,-156.89856176813635,1.0,0.9791392303272198,0.25,0.267302307563392,1.0,1.0235370859742117,0.25,0.25516830138014834,4874.64564404774
12,-157.22285030520504,1.0,0.8932280838775626,0.25,0.2602575319132372,1.0,1.0282525888209302,0.25,0.22652580003647507,4924.313440342884
13,-156.8985494491945,1.0,0.9790610294786191,0.25,0.26730498848533596,1.0,1.0235146300196405,0.25,0.25514233599958436,4874.647068801755
14,-499.49363090411805,1.0,0.21176734649141732,0.25,0.25539183896728906,1.0,0.0001,0.25,0.5118263182276097,7016.630597903544
15,-156.90505580151367,1.0,0.9592613061389759,0.25,0.26572321395997,1.0,1.0201882553234045,0.25,0.24971456379866494,4893.100563890145
16,-156.8986949736027,1.0,0.9818037839287701,0.25,0.2675288560680566,1.0,1.0237499192598585,0.25,0.25594238451090373,4872.4626217443765
17,-156.89855142484947,1.0,0.9793870373330674,0.25,0.2673254938825211,1.0,1.0235860630967226,0.25,0.2552228191697602,4874.349501926904
18,-156.89860673196117,1.0,0.9771565129895433,0.25,0.2671769579291598,1.0,1.023250069642646,0.25,0.25463854952133913,4876.194755354481
19,-156.8985940219357,1.0,0.9774325540887038,0.25,0.2671948674851275,1.0,1.0233602606175674,0.25,0.2547023784331128,4875.871012508415
20,-156.89856476693205,1.0,0.9797252278103044,0.25,0.26735727818950633,1.0,1.0234777739879768,0.25,0.25535769059465624,4874.2919318076665
21,-156.8985581690116,1.0,0.9789010738359253,0.25,0.26727432272927043,1.0,1.0235274418107942,0.25,0.2550801723510898,4874.844666873116
22,-156.89855755653315,1.0,0.9791124448974583,0.25,0.2673326730081519,1.0,1.023511602385789,0.25,0.2551810187437906,4874.488318565355
23,-156.89854971335103,1.0,0.979172441169067,0.25,0.26731332954819054,1.0,1.0235049439165556,0.25,0.25517841935893587,4874.59476954134
24,-156.89855204333938,1.0,0.979148720043485,0.25,0.2673031209486009,1.0,1.0234952160066728,0.25,0.2551696664922811,4874.682885090938
25,-156.89905956086398,1.0,0.9823223978143899,0.25,0.26740174513534737,1.0,1.024246727268645,0.25,0.25584508847939363,4872.256907827841
26,-156.89856328894615,1.0,0.9800197574357902,0.25,0.2673748531320467,1.0,1.023679800342713,0.25,0.2553967720300843,4873.791742165365
