rep,loglik,nu0_true,nu0_est,nuBot_true,nuBot_est,T1_true,T1_est,T2_true,T2_est,theta
1,-236.33701217028056,1.0,0.4004431091953043,0.5,0.4579963595484714,1.0,0.0001,0.5,0.9433175022828647,3179.0410833769
2,-154.98933573517942,1.0,7.527556118291074,0.5,0.5872022446704492,1.0,0.9935734054836488,0.5,0.9863992408362101,2151.6368929077175
3,-152.45203423397655,1.0,0.8754655788430415,0.5,0.466131230769858,1.0,1.123621452124236,0.5,0.34412051282991707,2594.5878039782883
4,-152.45203175574414,1.0,0.8757165502779346,0.5,0.4662068525810129,1.0,1.1232894857709486,0.5,0.34448081201580716,2594.5336349768863
5,-194.58772602298853,1.0,0.544681325601841,0.5,0.12673047487553596,1.0,1.1055720984494763,0.5,0.005566622344822801,2979.308420138446
6,-152.4520972662865,1.0,0.8763405250748965,0.5,0.4662949125926448,1.0,1.122721902522657,0.5,0.34511889198175116,2594.4419008700233
7,-152.45206543358807,1.0,0.8748843755985851,0.5,0.4660532270237086,1.0,1.1238702247286665,0.5,0.343639862070051,2594.8242118787075
8,-152.45222430985007,1.0,0.8735566850467148,0.5,0.4656486365412525,1.0,1.1235080066391483,0.5,0.34260556759582506,2596.340582393268
9,-152.45204923470033,1.0,0.8762330968371265,0.5,0.466298478564675,1.0,1.1231847215293373,0.5,0.3449000531679439,2594.2150366010114
10,-152.77796052356922,1.0,0.9975818998670841,0.5,0.4877292739865141,1.0,1.099870058734571,0.5,0.4367379429071878,2523.1016332685863
11,-152.4520295323337,1.0,0.8756083504124358,0.5,0.4661855035086194,1.0,1.1233657280451967,0.5,0.3443591845666458,2594.5711617245674
12,-152.45225631847035,1.0,0.8738033871356359,0.5,0.46581667393387244,1.0,1.1238910598199234,0.5,0.3426441306528108,2595.65649136225
13,-152.45202840183288,1.0,0.8754279657435916,0.5,0.46613983147182714,1.0,1.1233824526349838,0.5,0.34421069633519924,2594.7226967007136
14,-152.4520379966113,1.0,0.8749372713409881,0.5,0.46604627991780573,1.0,1.1233778157658982,0.5,0.343851873796176,2595.0993167333377
15,-152.45207848428814,1.0,0.8760106088370986,0.5,0.46624253101594476,1.0,1.122739278618434,0.5,0.34489091034324604,2594.664488988822
16,-152.45207524684994,1.0,0.8766151503043831,0.5,0.4663988683211276,1.0,1.1233872711011412,0.5,0.3451377014502519,2593.7542297792324
17,-152.45204226974528,1.0,0.8757744658069861,0.5,0.4661425932051732,1.0,1.1232681169136538,0.5,0.34444676823607945,2594.653527272767
18,-155.03024188946551,1.0,13.293812294181054,0.5,0.5946100332418809,1.0,0.9909461356216374,0.5,1.0249245050163904,2126.031298878972
19,-152.4520303550357,1.0,0.8757092972032787,0.5,0.466195581064527,1.0,1.1233375016292182,0.5,0.34444504292242334,2594.5316045576983
20,-152.45203219420728,1.0,0.8751472170320921,0.5,0.46608508123645603,1.0,1.1233655855647748,0.5,0.34401367433287716,2594.9498067241816
21,-152.45227461553998,1.0,0.87794945652307,0.5,0.4667041390057421,1.0,1.1236498142659308,0.5,0.346056299635619,2592.4846858233886
22,-152.45230645923593,1.0,0.8730499432868052,0.5,0.46565494367495486,1.0,1.1242103504366177,0.5,0.34202957349938207,2596.1079985690776
23,-152.45342525612432,1.0,0.8696890902548103,0.5,0.4649530527188001,1.0,1.1242141327416408,0.5,0.33937430921765743,2598.770880870721
24,-154.9080904323072,1.0,4.5537800784258415,0.5,0.5765756190889921,1.0,1.0001032523070505,0.5,0.9296807278017256,2188.6808671455638
25,-152.4520301990271,1.0,0.8756083957710928,0.5,0.46619334130796136,1.0,1.12337460144304,0.5,0.34437073421725456,2594.5518548734435
26,-152.45205527949577,1.0,0.8746212897030984,0.5,0.4659860640201612,1.0,1.123471758553136,0.5,0.3435684101579458,2595.282693912145
27,-152.4520304232533,1.0,0.8755315333416697,0.5,0.46616992983744543,1.0,1.1232833509865148,0.5,0.34433504721192204,2594.678844195744
28,-152.45204257980413,1.0,0.8748338589795732,0.5,0.46603119352236894,1.0,1.123431990431912,0.5,0.3437553580354002,2595.1367055275505
29,-236.34129169504251,1.0,0.3345270224380527,0.5,0.4579959680041035,1.0,0.0001,0.5,0.9433499264553363,3179.0382312459305
30,-190.07640634336485,1.0,0.5621754071704733,0.5,0.2060331057596351,1.0,1.1275504908642353,0.5,0.014009770838425155,2945.993557492851
31,-152.4520364743839,1.0,0.875199105722596,0.5,0.46608352100577116,1.0,1.123421247441461,0.5,0.343982954127579,2594.8928121828208
32,-152.45203290018316,1.0,0.8750994212760419,0.5,0.46607988416077123,1.0,1.1234040426082699,0.5,0.3439607745591893,2594.954562353665
33,-152.45204394405408,1.0,0.875849224591542,0.5,0.46615803840146985,1.0,1.1233691094979732,0.5,0.3444505524653842,2594.5332544353178
34,-152.45233456021,1.0,0.8783580079199844,0.5,0.4666532991231211,1.0,1.1228742613252216,0.5,0.3465174854045915,2592.8766855770346
35,-152.4520523071576,1.0,0.8757848453860659,0.5,0.46619903816855957,1.0,1.1229456338153263,0.5,0.3446349046603458,2594.717761915408
36,-190.87114038707495,1.0,0.5646524207204443,0.5,0.1954290541390488,1.0,1.1368895387268838,0.5,0.012507468092549294,2931.8687677989196
37,-152.45202840037902,1.0,0.875452595443962,0.5,0.4661407710889028,1.0,1.1233757246112783,0.5,0.34423025602307955,2594.716119094262
38,-154.94712066762656,1.0,5.518867202036947,0.5,0.5813082714737874,1.0,0.9975001770966151,0.5,0.9547485175502635,2171.9808726076267
39,-152.45203124010158,1.0,0.8751844095771583,0.5,0.4660913963518925,1.0,1.1233817049263437,0.5,0.34402574119830404,2594.9117513639235
40,-154.6305890509386,1.0,2.4275843745643586,0.5,0.5537479370016488,1.0,1.0166785945600494,0.5,0.8065388518897542,2271.4234605181414
41,-236.33593690908032,1.0,0.4211022261451287,0.5,0.4579743097120198,1.0,0.0001,0.5,0.9433101764195669,3179.1280276841803
42,-152.45205335472804,1.0,0.8761945317689611,0.5,0.4662858915554524,1.0,1.123249136807854,0.5,0.34487179172060084,2594.22621822513
43,-152.45203035182737,1.0,0.875482977732408,0.5,0.4661498387443305,1.0,1.1234961868138476,0.5,0.3442155943916181,2594.619300337144
44,-154.8351866849194,1.0,3.550003974268667,0.5,0.5696022694200115,1.0,1.0033119747604762,0.5,0.8909347868528318,2215.0865409391567
45,-152.45202870953568,1.0,0.8754722641380129,0.5,0.4661445725510146,1.0,1.1233479006672509,0.5,0.3442601624769815,2594.718047705969
46,-152.4520478973361,1.0,0.8762262442330707,0.5,0.46628161398765877,1.0,1.1234772010867375,0.5,0.34474889023369565,2594.0814592509873
47,-152.4520819094149,1.0,0.8766458913684935,0.5,0.4663892774629048,1.0,1.123076401546295,0.5,0.34527082484944693,2593.941132947012
48,-152.45203576835945,1.0,0.8751921228325377,0.5,0.4661072731917621,1.0,1.1236336578305808,0.5,0.34394618623543555,2594.732305989866
49,-152.45203323852775,1.0,0.8754283460944255,0.5,0.4661686451496375,1.0,1.1235599191015901,0.5,0.3441723271046417,2594.562827526479
50,-236.34106533551346,1.0,0.34574503018684277,0.5,0.45745977644023966,1.0,0.0001,0.5,0.9421470790547083,3181.704144629276
