rep,loglik,nu_true,nu_est,T1_true,T1_est,T2_true,T2_est,dij_true,dij_est,theta
1,-167.06066159209735,1.0,1.067471808319083,1.0,1.1144575033460289,0.25,0.23561992528862552,0.1,0.09875620460940603,2387.7690968667216
2,-167.06107042012064,1.0,1.0676224239783847,1.0,1.113243567165246,0.25,0.23762092290496536,0.1,0.0983584736258193,2387.2850180915443
3,-167.06067436548008,1.0,1.0676170861413152,1.0,1.1143297510311991,0.25,0.2360012368835529,0.1,0.0986738157062843,2387.490100898109
4,-167.06066131903597,1.0,1.0675239875046751,1.0,1.1145649474634303,0.25,0.2356165828884198,0.1,0.09875905346304667,2387.663407269638
5,-167.06066878063035,1.0,1.0675475948625686,1.0,1.114336770411291,0.25,0.23589438352965328,0.1,0.09867282513386841,2387.615393778118
6,-167.06073673307208,1.0,1.067311815380801,1.0,1.1157301435524085,0.25,0.23369976014349822,0.1,0.09912672989888752,2388.2119692732113
7,-167.0607082600868,1.0,1.0673634259601614,1.0,1.115495218273448,0.25,0.23414872694482122,0.1,0.09905489800648981,2388.066465099173
8,-167.06071109364575,1.0,1.067317467460733,1.0,1.1151841635815138,0.25,0.23438629117918572,0.1,0.09898693207107306,2388.1531417903466
9,-167.06066034406825,1.0,1.067547548276877,1.0,1.1144877039190773,0.25,0.23570874655996613,0.1,0.0987241886391587,2387.628168230065
10,-167.06066584037347,1.0,1.0676054993037303,1.0,1.1144693037602267,0.25,0.23588144339443604,0.1,0.09870947897663637,2387.4968479014483
11,-167.06140109938303,1.0,1.067105508535051,1.0,1.1171154034693938,0.25,0.23167804382084428,0.1,0.09956107815565352,2388.709437707275
12,-167.06066470605504,1.0,1.067439651371009,1.0,1.1143294958316732,0.25,0.23570017021424297,0.1,0.09873449675411101,2387.828213955507
13,-167.06070175703826,1.0,1.0675226598304242,1.0,1.1139970144106892,0.25,0.23628705839555372,0.1,0.09861344693139265,2387.628235655061
14,-171.58303039993834,1.0,1.1118463574879698,1.0,0.00016375964420710484,0.25,1.5385207561577412,0.1,0.06265259125610192,2271.528866294804
15,-167.06070450692192,1.0,1.0673941099248356,1.0,1.115429083314321,0.25,0.23423936332947362,0.1,0.09901841385937483,2388.018458645793
16,-167.06067691763698,1.0,1.067571357853669,1.0,1.1142408772948924,0.25,0.2360821453795146,0.1,0.09865369171499337,2387.5511282912594
17,-167.06067549229945,1.0,1.0676346737254385,1.0,1.114486940076023,0.25,0.23596547806138454,0.1,0.09867476892545879,2387.421297354754
18,-167.0606759620827,1.0,1.0675851850321543,1.0,1.1142958622039136,0.25,0.23604104689926683,0.1,0.09865071986033308,2387.5281115407333
19,-167.06066042202204,1.0,1.0674999994537622,1.0,1.1145047686444873,0.25,0.2356298319999566,0.1,0.09874928493997043,2387.7116293724976
20,-167.06066275739278,1.0,1.0675011112201362,1.0,1.114349658173197,0.25,0.2358148425910485,0.1,0.09871113456024974,2387.6994804555266
21,-167.06894528601683,1.0,1.0664437116150935,1.0,1.1216740731857908,0.25,0.22451512269566354,0.1,0.1012447798324392,2390.5208606773745
22,-167.0934803661866,1.0,1.066863949430066,1.0,1.1265088250347628,0.25,0.2169811576907722,0.1,0.10153470524744487,2390.987951775729
23,-167.06066430140157,1.0,1.0675548121557232,1.0,1.1143740813467673,0.25,0.2358816775442736,0.1,0.09869346479256197,2387.5969987971466
24,-167.06070452934563,1.0,1.0673854424902174,1.0,1.1154130773090305,0.25,0.23424780405255866,0.1,0.099016262422465,2388.0323169056583
25,-167.06065966181424,1.0,1.0675232844645215,1.0,1.1144686938969557,0.25,0.23570827932484914,0.1,0.09873655168187108,2387.6663612731495
26,-167.06066974000447,1.0,1.0674564424124153,1.0,1.1142209327104922,0.25,0.23585164124270813,0.1,0.09869003217439672,2387.791032855977
27,-167.06070480203195,1.0,1.067389036981502,1.0,1.1154152428968118,0.25,0.23422751169916559,0.1,0.09901730414305182,2388.034625692967
28,-167.06066658591703,1.0,1.0675783314286234,1.0,1.1145116661870333,0.25,0.23572701962510287,0.1,0.09870073059857555,2387.573042109614
29,-167.06066019853415,1.0,1.067501181204443,1.0,1.1144574623023977,0.25,0.23570578485030555,0.1,0.09873879007156418,2387.699523284223
30,-167.0623873804346,1.0,1.0677475804350192,1.0,1.1121713261389683,0.25,0.23955421112187256,0.1,0.09792805577625857,2386.803828727233
31,-167.0606595110482,1.0,1.0675178512853032,1.0,1.1144781776330057,0.25,0.2356848775040535,0.1,0.09874032626796181,2387.678446448687
32,-167.07017912550924,1.0,1.0693441358607676,1.0,1.1080887175996097,0.25,0.24680938719417372,0.1,0.09638535296298618,2383.605412858474
33,-167.0606622317655,1.0,1.0674906634947363,1.0,1.1144830476465397,0.25,0.2356817176836827,0.1,0.09873846223358165,2387.7120786880146
34,-167.06071290281696,1.0,1.0673769605312993,1.0,1.1156312717680588,0.25,0.23398846250607033,0.1,0.0990717619258993,2388.0580080807204
35,-171.58301455905575,1.0,1.1120736352730949,1.0,0.00043425497804965387,0.25,1.5387585194893247,0.1,0.06265235949613976,2271.0940010720087
36,-167.06068009285303,1.0,1.0676312996105384,1.0,1.11429452595855,0.25,0.23605696076488594,0.1,0.09864730962142629,2387.4643811459823
37,-167.0606597831724,1.0,1.0675310145778403,1.0,1.1145139295450424,0.25,0.23565197857098208,0.1,0.098742475562538,2387.6605685793647
38,-167.0607119575846,1.0,1.06740132811893,1.0,1.115641972834224,0.25,0.234016869659793,0.1,0.0990696947574903,2388.0124017903413
