rep,loglik,nu_true,nu_est,T1_true,T1_est,T2_true,T2_est,dij_true,dij_est,theta
1,-492.39820948308574,1.0,1.0665999012157732,1.0,1.451000309129218,0.5,0.7117098372845069,5e-05,0.000101,2214.5266540182793
2,-1127.6341281644563,1.0,2.9307351515455373,1.0,0.43280949051055295,0.5,3.0613725284252267,5e-05,0.000101,1068.89209000797
3,-350.75864539549985,1.0,0.9144239970588243,1.0,0.7492377006561768,0.5,0.3193578042177835,5e-05,0.000101,2830.242542264189
4,-770.1917337921856,1.0,0.42078402092277134,1.0,0.0001,0.5,0.533172166702294,5e-05,0.00010099544506258075,4697.356194042683
5,-980.5499809213574,1.0,0.8319585850084397,1.0,0.5593931584831163,0.5,0.1661964288341458,5e-05,0.000101,3176.4692883783955
6,-1451.949519502235,1.0,0.2925518757021762,1.0,0.28665315141012526,0.5,0.1392381644986196,5e-05,0.000101,5741.348453010464
7,-2558.7698773654024,1.0,0.37698450365019126,1.0,0.694530466186589,0.5,0.29725274445518124,5e-05,0.000101,4714.18078438784
8,-1460.6630666785932,1.0,0.44095733315323193,1.0,0.601219461150553,0.5,0.3609061933690089,5e-05,0.000101,4347.102696986318
9,-543.0435615735921,1.0,0.8504039172816644,1.0,0.6310467639365518,0.5,1.0804177744727426,5e-05,0.00010100000000000002,2677.036117213548
10,-378.5350288250819,1.0,1.8288150463265158,1.0,0.4631153598753253,0.5,2.8062627681349874,5e-05,0.0001010000033874525,1436.0682296819207
11,-529.6380761424929,1.0,0.8057383508795622,1.0,0.2724943514258988,0.5,1.3214756946596182,5e-05,0.000101,2807.2256961503012
12,-931.9343449453361,1.0,0.4828716431448782,1.0,0.3064561985402852,0.5,0.166891168619305,5e-05,0.000101,4387.494054316811
13,-333.1769396332662,1.0,0.9593619974693047,1.0,0.751841121402501,0.5,1.0216561257823769,5e-05,0.000101,2475.8546488852726
14,-279.03286749893175,1.0,1.627068576264914,1.0,2.5743128626892,0.5,0.051319265119571744,5e-05,0.000101,1641.3272869731843
15,-243.19428057723724,1.0,0.8089167097520563,1.0,0.6554860967926552,0.5,0.38862449784663633,5e-05,0.00010099999689530628,3043.1063170316065
16,-849.5965396213533,1.0,0.5064937977767741,1.0,0.7713086173602642,0.5,0.1875110384276012,5e-05,0.000101,4022.105166079793
17,-224.64713931553342,1.0,0.9657193962856292,1.0,0.8114677623301855,0.5,0.8307912239450908,5e-05,0.000101,2511.2649147634343
18,-208.5061707390849,1.0,0.7965190175187806,1.0,0.8883547300621051,0.5,0.2074407118871282,5e-05,0.000101,3044.0665657218683
19,-168.2944686727871,1.0,0.9163594002945272,1.0,0.6454954458034077,0.5,0.7438789996137516,5e-05,0.000101,2684.9666337730955
20,-669.0421644230202,1.0,0.4799793130082939,1.0,0.3552338752755037,0.5,0.20476175971207075,5e-05,0.00010099999777837061,4363.327093700006
21,-655.2142096280936,1.0,0.7021816685122437,1.0,0.40077328560330355,0.5,0.3020580260227241,5e-05,0.000101,3486.4639290530445
22,-160.45191599243185,1.0,1.0118513861695912,1.0,1.4998503012807227,0.5,0.013513610299513602,5e-05,0.00017154967701656936,2490.072868460084
23,-700.4277089269979,1.0,0.6541828139764262,1.0,0.6316188223908874,0.5,0.676840430628885,5e-05,0.00010100026252088089,3298.294744031096
