rep,loglik,nu_true,nu_est,T1_true,T1_est,T2_true,T2_est,dij_true,dij_est,theta
1,-2004.7312485440198,1.0,1.1681275117595886,1.0,0.7693185843621678,0.25,0.6983486865548558,5e-05,0.00010174999999999999,220387.44302371665
2,-20551.17665349561,1.0,0.6108463504598955,1.0,0.0001,0.25,0.7937823436002087,5e-05,0.00010099611373314793,353523.5121489903
3,-182484.85517539186,1.0,0.49097884973250827,1.0,9.999999999999999e-05,0.25,0.08410794521488232,5e-05,0.00010100017268126988,428318.5694911266
4,-7769.294910888355,1.0,1.274803452919945,1.0,1.7385137452579877,0.25,0.09661859799890983,5e-05,0.00010099999976623704,198704.4339980365
5,-300.65633669711315,1.0,0.9971897167030807,1.0,0.9457980310787164,0.25,0.3073310804561126,5e-05,0.00011200557194924623,249375.56866778078
6,-24936.19028303614,1.0,1.9323592523485356,1.0,2.029248338060087,0.25,0.4748399120478781,5e-05,0.00010174999999999999,143696.84443223427
7,-26005.086489752273,1.0,0.9599006685610276,1.0,0.5752159597278936,0.25,0.2969121597443421,5e-05,0.000101,272884.62418158114
8,-43983.785969817225,1.0,0.535148667850942,1.0,0.6256951902977065,0.25,0.15678241807193988,5e-05,0.000101,381313.86587194126
9,-64921.88511569011,1.0,0.862078693335897,1.0,1.4036793659797162,0.25,0.25414719112400685,5e-05,0.000101,255275.95686366898
10,-37411.825795805715,1.0,2.2440106988057895,1.0,2.6715931304818588,0.25,0.1589329839978837,5e-05,0.00010099998894159524,127101.61857786994
11,-14288.106973888993,1.0,0.7120978293538306,1.0,0.6922926255003676,0.25,0.29873326490299446,5e-05,0.000101,314595.35329776636
12,-4749.992306646858,1.0,1.2909216770828396,1.0,1.662697855763026,0.25,0.05943172465875209,5e-05,0.00010100000054412752,200426.85157420716
13,-3463.3514265953054,1.0,1.2382857370336204,1.0,1.4038562786331472,0.25,0.15006545600146984,5e-05,0.000101,210409.37077664802
14,-507.7582893786821,1.0,1.0486819110241812,1.0,1.3365523470149097,0.25,0.0001,5e-05,0.0002044628052444198,239142.8027452152
15,-14918.314625590196,1.0,1.3101088753564214,1.0,1.1981910822883755,0.25,0.8281248405835565,5e-05,0.00010100000000000002,190699.7725215319
16,-19864.61920564284,1.0,1.5315097558918933,1.0,2.191971612636968,0.25,0.189158049900221,5e-05,0.00010099999914344157,166757.2749955979
17,-56730.888667807696,1.0,0.4327727507348764,1.0,0.0001,0.25,0.4850359167988852,5e-05,0.00010099995759962846,442878.9843392859
18,-4549.514801565951,1.0,0.8129966429275832,1.0,0.9068654510339066,0.25,0.15948705885174896,5e-05,0.00010361936339020448,288438.8309487747
19,-35981.287543257626,1.0,0.5939767185138328,1.0,0.5041415359163952,0.25,0.38301264150202763,5e-05,0.000101,354164.1176894721
20,-117264.63564854825,1.0,0.3118115980259367,1.0,0.2360102810001084,0.25,0.1552764424683499,5e-05,0.000101,527847.112554218
21,-10769.246516362135,1.0,1.478477124454578,1.0,0.3753347072655307,0.25,1.452392244962026,5e-05,0.00010099999999999999,182744.18173197407
22,-8967.997928091474,1.0,0.7379000943144325,1.0,0.6095544620253515,0.25,0.20938642450474285,5e-05,0.00011616100045475594,317315.6888558301
23,-28065.05517444973,1.0,1.050286717946288,1.0,1.6736673355773923,0.25,0.1046428874385492,5e-05,0.000101,223975.13992317472
24,-1178.0642561995337,1.0,0.8975394145777456,1.0,0.7058252746561439,0.25,0.3826389104855842,5e-05,0.00015644843538758737,271889.50516863633
25,-77916.34339940542,1.0,0.5030175363359175,1.0,0.3134560446694672,0.25,0.06929323282618856,5e-05,0.000101,413812.351739012
26,-6971.902005894564,1.0,1.3658636108456488,1.0,1.2465902005942011,0.25,0.615933460756857,5e-05,0.0001587070154928411,190264.66126324525
27,-17190.320416914976,1.0,0.6209402930657693,1.0,0.29446663986823435,0.25,0.4416062390576625,5e-05,0.00019099253257294022,353447.0503030198
28,-60891.511372023204,1.0,2.0972707016323002,1.0,3.742056826946733,0.25,0.11579929010314818,5e-05,0.000101,120023.50624127864
29,-14521.796387128557,1.0,0.7144648549983827,1.0,0.622096643710644,0.25,0.11916795734937556,5e-05,0.000101,327313.67446471687
30,-64632.655416111236,1.0,0.518056691767989,1.0,0.33729383129645374,0.25,0.5018298057675169,5e-05,0.000101,385346.1834645024
31,-79305.02999667104,1.0,0.6597575522597212,1.0,0.8251325004343911,0.25,0.4302054670529977,5e-05,0.00010100000000000002,315633.25020879763
32,-125340.14482181272,1.0,0.3964357157107025,1.0,0.6320925976899696,0.25,0.06552369143238264,5e-05,0.000101,456401.3375723123
