rep,loglik,nu_true,nu_est,T1_true,T1_est,T2_true,T2_est,dij_true,dij_est,theta
1,-45991.877894245474,1.0,2.6429741167001475,1.0,3.446753103011517,0.25,0.3937984711199414,5e-05,0.000101,105051.34382880968
2,-310.88503658425543,1.0,0.9858942689162996,1.0,1.2424868798394955,0.25,0.0001,5e-05,0.0001738868034004604,251639.5828465837
3,-162967.6981763249,1.0,0.311425936700687,1.0,0.32943423356425994,0.25,0.19059082618700898,5e-05,0.000101,530129.1499050404
4,-137430.79908373332,1.0,0.648192645707407,1.0,0.6167361582854775,0.25,0.8244453821471438,5e-05,0.00010100000000000002,310370.454994754
5,-5654.4006866611635,1.0,0.8046797944152853,1.0,0.7111638940702224,0.25,0.19576223335145895,5e-05,0.00012665626171547484,298300.42670768517
6,-3676.637219249478,1.0,1.0554262851272362,1.0,0.3912130856019286,0.25,0.8063907072161753,5e-05,0.000101,244081.18061468538
7,-329.01494755586464,1.0,1.016979174822343,1.0,1.1399062631742556,0.25,0.12307153292569027,5e-05,0.00014892435065630782,246460.30450428103
8,-33435.35207073201,1.0,1.467224606793812,1.0,2.4606565203312862,0.25,0.06863444445572939,5e-05,0.00010099999984468816,168257.61215874003
9,-127803.3483722305,1.0,0.6470516980697307,1.0,0.8465058425006033,0.25,0.5582897557824696,5e-05,0.000101,312377.51861399313
10,-87541.65374424524,1.0,4.287156523215627,1.0,5.382916118925961,0.25,1.149237209143057,5e-05,0.0001009999964857686,65982.9182027671
11,-275.0374811188303,1.0,1.0031654635769245,1.0,0.9480081608822232,0.25,0.31148144952068313,5e-05,0.00016955044994077545,248504.9471036918
12,-43579.476659965796,1.0,0.551152492918507,1.0,0.48187802172174926,0.25,0.3376887607344682,5e-05,0.000101,373435.003546138
13,-10474.613432845297,1.0,1.5158890733909436,1.0,0.8376867194675017,0.25,1.2313423027191939,5e-05,0.0001009999972290551,174487.9305367487
14,-275.85080252517946,1.0,1.0029277626699196,1.0,1.2338908391466312,0.25,0.023419019444755072,5e-05,0.00029313626394217356,248626.47381020314
15,-26891.170807129005,1.0,0.8145450343780015,1.0,0.5615926616574409,0.25,0.172759033053009,5e-05,0.00010099999999999999,306106.1584842703
16,-673.4117771300298,1.0,0.9439620681275771,1.0,0.21224926849578568,0.25,0.939774935462928,5e-05,0.00014954549573042988,261754.84096130347
17,-6834.971264442051,1.0,1.3896882147859133,1.0,1.8025387205351178,0.25,0.06339846467028368,5e-05,0.00010099999999999999,188469.8648741427
18,-534.3320609335751,1.0,1.0698655623656683,1.0,1.1532161723587662,0.25,0.20519271207464854,5e-05,0.00014073634186470885,235849.62668086137
19,-695.8118613416191,1.0,1.0777049262712037,1.0,1.238230184444652,0.25,0.10095582913413005,5e-05,0.00010968870373284702,235607.08963335183
20,-324.2007529124676,1.0,0.978903032044909,1.0,0.5192391217452471,0.25,0.7028220352713074,5e-05,0.0001546862663900673,253502.54081502545
21,-21084.017126482784,1.0,0.610730813931167,1.0,0.540712515612971,0.25,0.1259071137378956,5e-05,0.000101,360823.0152542281
22,-65554.69796145073,1.0,0.48913649782824264,1.0,0.38459766594237854,0.25,0.37771145096530795,5e-05,0.00010100005961258431,402579.7767149178
23,-26122.571841183275,1.0,2.0170539290575746,1.0,2.3957358105232336,0.25,0.38724256966051296,5e-05,0.000101,135978.77875778807
24,-93759.72170466199,1.0,0.3855449813785894,1.0,0.4394195484362238,0.25,0.1280277752735138,5e-05,0.000101,469558.6701699728
25,-20158.002675852535,1.0,0.8867463453417598,1.0,0.7390248285500634,0.25,0.09786823325229572,5e-05,0.000101,286824.0071322368
26,-54217.68253172518,1.0,0.5247151902199056,1.0,0.7155971688855373,0.25,0.0907898404796223,5e-05,0.000101,384651.97992464155
27,-9721.727260712054,1.0,0.815176518382845,1.0,0.7644257562443749,0.25,0.09199315103567128,5e-05,0.00010100000000000002,298904.00779823045
28,-464.67405228239295,1.0,0.9541581555809511,1.0,0.9415504240712037,0.25,0.2556650387501791,5e-05,0.0001005639525917352,258230.44656836343
29,-18714.7109815703,1.0,0.6132009642653243,1.0,0.0001,0.25,0.7282130996023957,5e-05,0.00017274473764376572,356629.4760174043
30,-1909.6625576204278,1.0,1.0627687329002935,1.0,0.4155327682834356,0.25,0.8363534118887069,5e-05,0.000101,240900.7822064764
31,-17190.53307234792,1.0,1.5408692209234467,1.0,2.107458302808814,0.25,0.23444476366112038,5e-05,0.00010099999865313817,167089.20483311612
32,-29846.605781258935,1.0,0.6201351630878777,1.0,0.4832205501117124,0.25,0.11171392417148614,5e-05,0.0001124077604267695,362010.622415222
33,-455.36022595915347,1.0,1.0571801778628056,1.0,1.297182834689909,0.25,0.029835687903555383,5e-05,0.00013318033241499142,238641.1713576428
