rep,loglik,nu_true,nu_est,T1_true,T1_est,T2_true,T2_est,dij_true,dij_est,theta
1,-272.86844252199444,1.0,1.00656399500435,1.0,0.002533355853201011,0.25,1.2500180321911607,0.001,0.00024560540530282085,249774.78284725238
2,-272.45192625749405,1.0,1.0071940522243337,1.0,0.7534465443760021,0.25,0.5011139103572366,0.001,0.0006110953326875059,249604.38045189172
3,-272.70686161489357,1.0,1.0066500416587836,1.0,0.04454950014077956,0.25,1.2086317221587235,0.001,0.0003219056825618025,249737.60795325408
4,-273.5178632566931,1.0,1.0057659082572556,1.0,1.221815679151819,0.25,0.027373380203055863,0.001,0.0005018801891090637,250022.23865086763
5,-312.0644285455419,1.0,1.0124052872924292,1.0,0.6804572000566157,0.25,0.5964527388247266,0.001,0.004019881690324508,247987.33479785608
6,-273.5069059219095,1.0,1.0049181252941897,1.0,0.4620132762351101,0.25,0.7882072146102489,0.001,0.00011560402972662291,250098.92807004336
7,-272.826142523365,1.0,1.0049680832232464,1.0,1.2024346481140613,0.25,0.047234378100022824,0.001,0.0009751302484286889,250114.0968311923
8,-273.4722458518627,1.0,1.0061208218935844,1.0,1.240037969824684,0.25,0.01052944259594268,0.001,0.0005964196743985217,249916.00212302528
9,-278.3828743101076,1.0,1.0057245403285242,1.0,0.800347919565758,0.25,0.4547515449685031,0.001,0.0018106784833451831,249790.16313867448
10,-273.131843283365,1.0,1.0049023287725705,1.0,1.1968309979240637,0.25,0.05206418137478704,0.001,0.0005850565944695781,250155.07247601493
11,-272.4121860496489,1.0,1.0068530708892998,1.0,1.1819435475149624,0.25,0.07127007880531172,0.001,0.001359388916608511,249705.5567188147
12,-300.88314503050424,1.0,1.0095473089653884,1.0,0.9136087494377725,0.25,0.35432005160445057,0.001,0.0037937745560460636,248737.2010149947
13,-272.5392818970686,1.0,1.0069730610637122,1.0,1.1885324871049063,0.25,0.06519537431975146,0.001,0.0018299715429831004,249667.8404026578
14,-273.1171850551618,1.0,1.0061420854057606,1.0,1.1158532109582733,0.25,0.13532826067191725,0.001,0.001177273959400644,249888.37734424297
15,-273.37911814112886,1.0,1.0077248053331724,1.0,1.0922511081646837,0.25,0.16398804527024582,0.001,0.001563804848448139,249460.88429681925
16,-293.47974297710243,1.0,1.0236496742026626,1.0,1.00774503035537,0.25,0.26503887910888724,0.001,0.0004195086228778483,246601.78978190204
17,-272.45539383180585,1.0,1.007224018566063,1.0,0.5096653855178426,0.25,0.7449477476892927,0.001,0.0005227474502379308,249598.9901556749
18,-272.4765267989751,1.0,1.0069677370161612,1.0,1.1281290243932647,0.25,0.1252129081816849,0.001,0.0007860135641977129,249684.35812795564
19,-273.75549905182197,1.0,1.0052456904115452,1.0,1.249055765403877,0.25,0.0005651765888098002,0.001,0.0004848882457401339,250077.10335675476
20,-272.66045448136356,1.0,1.0066448405681363,1.0,1.0620396487062291,0.25,0.19055023114819405,0.001,0.0004719305759447812,249760.20232200949
21,-274.0927295106412,1.0,1.0023482227216551,1.0,1.1536658281739733,0.25,0.09232785572751151,0.001,0.0003674170360854805,250632.57662945817
22,-272.47783438785336,1.0,1.0074179535241612,1.0,0.7316481395775869,0.25,0.5237028722077598,0.001,0.0007022640912850991,249541.23769323132
23,-282.52282236166866,1.0,1.0125975890481065,1.0,1.2296047483389057,0.25,0.036708280399413984,0.001,0.0007782366973554313,248374.10259827948
24,-273.67313717318393,1.0,1.0069349970673964,1.0,1.2387002543289676,0.25,0.012618421339183089,0.001,0.0001970657090662759,249771.5856786995
25,-274.01047142273455,1.0,1.0030788233133456,1.0,1.155697169848996,0.25,0.09003443828200534,0.001,0.00031111991464012617,250540.8015785059
26,-274.24157945644765,1.0,1.0070218772249484,1.0,1.1507401841137637,0.25,0.10497445585594144,0.001,0.0022927511720457977,249580.08251813022
27,-272.7645206211928,1.0,1.0058962662877464,1.0,0.8727521671579671,0.25,0.3782944412795195,0.001,0.0003994207299577571,249928.45633638403
28,-275.09260907540374,1.0,1.0087509077416252,1.0,0.9428990749207593,0.25,0.31662916987812406,0.001,0.0016428828538034939,249185.33745111444
29,-272.4602316788623,1.0,1.0075156216979786,1.0,0.23530929613325782,0.25,1.0205745768371273,0.001,0.0006523879690032255,249508.57736502017
30,-272.4829918203941,1.0,1.0079664853973525,1.0,0.482397250424456,0.25,0.7733270068792479,0.001,0.0005418877791270472,249450.3922770693
31,-273.58308080646384,1.0,1.007672271827616,1.0,1.0140508221679991,0.25,0.24225682594130035,0.001,0.001400883357437934,249465.8848408149
32,-272.95589564498005,1.0,1.0082954654082847,1.0,0.29937844323223056,0.25,0.9585385380596344,0.001,0.0005405384994919831,249315.8278419019
33,-272.71788449355154,1.0,1.0076968442893934,1.0,0.5255811234007806,0.25,0.7313292306201766,0.001,0.0008743808821606317,249440.88839437725
34,-273.07697910172647,1.0,1.0064065393828077,1.0,1.155826770364915,0.25,0.09558452966295748,0.001,0.00030961240379575667,249841.55810673212
35,-690.8378315390692,1.0,0.9324507667624854,1.0,0.46900296863544133,0.25,0.6739454349582245,0.001,0.00036929080978686125,265509.64203938865
36,-273.37803929800066,1.0,1.0075306771717543,1.0,1.0439090634443136,0.25,0.2122844343589257,0.001,0.0014046274760105635,249490.02556125767
37,-333.3012484089195,1.0,1.0135643939542023,1.0,0.43874545063594855,0.25,0.8449328420703814,0.001,0.004715007351249625,247569.30788651973
38,-273.6217310494394,1.0,1.0083117119721507,1.0,1.081583475425771,0.25,0.17370704230254436,0.001,0.00022140843460578848,249417.24403316414
39,-275.88816834044337,1.0,1.0123301938628129,1.0,0.9716363388677614,0.25,0.2908939863611284,0.001,0.0003393264286878275,248565.23651000884
40,-273.0054918249989,1.0,1.0069563567790578,1.0,1.239402508236275,0.25,0.012849171389634649,0.001,0.0018367061160769458,249730.38580591566
41,-274.1877583556161,1.0,1.0088436348042562,1.0,1.2544879091368093,0.25,0.0001,0.001,0.0003300586623573264,249371.9607068166
42,-276.4410808915927,1.0,1.0074172955898517,1.0,1.200454338702951,0.25,0.05613593268839567,0.001,0.004270733220939156,249489.15196840966
43,-282.50331475213534,1.0,1.0100286589468523,1.0,0.5276798734737763,0.25,0.7391485079003357,0.001,0.002278832527121777,248720.353708691
44,-272.4929147787807,1.0,1.006924641648791,1.0,1.0188735199665455,0.25,0.23455275729277567,0.001,0.0006244436698842918,249687.17883584846
45,-272.9318343724117,1.0,1.0070572127548296,1.0,0.9316400826516902,0.25,0.3232759723106908,0.001,0.0010471561883596701,249608.68190152416
46,-272.46933321341567,1.0,1.0069872399155486,1.0,1.0178507701448112,0.25,0.23588986113508126,0.001,0.0007155727481550524,249665.6519051404
47,-288.40418120321556,1.0,1.0112542413744543,1.0,0.5737712699330301,0.25,0.6967609153716663,0.001,0.002729098939392875,248401.72407650566
48,-275.14094401513285,1.0,1.00828068244791,1.0,0.9199339185731255,0.25,0.3390718876608942,0.001,0.0016268246106649676,249272.26374941895
49,-272.42464438019306,1.0,1.0066733861285324,1.0,1.193137322999544,0.25,0.059557859722158046,0.001,0.0013443942995512643,249751.81530742813
50,-287.35745937544925,1.0,1.0120451084848094,1.0,0.8325823344413199,0.25,0.43707331419819584,0.001,0.0027956308716641978,248321.56214212568
