loglik,nu0,nuBot,T1,T2,dij,misid,theta
-489.0160536412007,13.9734658412836,1.7616617520718196,24.201557864998524,3.9252594738436257,0.003908414788312794,0.027814301797692318,673.1876732507935
-488.71680742472944,17.379091980358243,2.106030656277876,29.086324835534626,4.75332925300282,0.0032694437812940424,0.02793429117252443,562.946911079418
-488.0589062005921,35.12556612745387,3.273410412828902,45.39251956068278,7.915806922600727,0.002087011078640011,0.02790620105727597,361.37510134216353
-489.2957176626144,12.946917304880051,1.48476022978477,20.206618680693413,3.401060257107259,0.004607174647598841,0.027290372235980645,797.1107019744212
-488.86219788176464,15.460835532989783,1.9639273352154551,27.09624062390873,4.3715554486148145,0.003521619124811017,0.02786670323404812,604.0611274386856
-488.2166609821649,27.998441106607324,2.9207187885921386,40.495852074811495,6.878904728098851,0.0023408276812453017,0.028020753850561363,405.6111110604702
-489.12017089804584,13.378701982091856,1.637474558460438,22.402087002434577,3.68240032030162,0.004196260751451852,0.02760708551442548,724.0149778591796
-488.5717442043941,19.580829233234226,2.3244197515739864,32.15770202381731,5.280550034039262,0.0029511318502240956,0.02811830753130751,510.2329575182046
-487.9426609643559,37.92947037792831,3.7969770878761975,52.78551344518154,9.052535862866248,0.001805985710413664,0.028179747854665173,312.3193103702912
-488.23203196699035,28.636980759823746,2.81968982394938,38.9792882935287,6.738409975653547,0.002418859601982771,0.02804781649920619,420.0457769098038
-488.87561336111236,16.206673172083413,1.8508079921686227,25.416266921382142,4.247635825346501,0.0037059513842846283,0.027603239171829767,639.7356707775663
-489.4335160055828,10.813246526315147,1.4242672451065261,19.431844966447155,3.1253673915550824,0.004838003660381411,0.027615577786556947,832.2275707932571
-488.1370062160145,30.346473742342898,3.13396447476852,43.46348564599519,7.406545658719058,0.0021844455363855537,0.02812326697897432,378.2878703100098
-488.24779602237516,28.419035387358157,2.790335638775061,38.593606080345424,6.67505337220425,0.0024398847860012678,0.027991311919977422,424.21483646125563
-488.6655675914785,18.2484387854313,2.1506523979358083,29.684124078616602,4.895008801788692,0.003192022067017621,0.027976668046590127,551.2610126385568
-488.306454058673,25.92656452920029,2.689813965706765,37.164248549505054,6.350698532043781,0.0025462308722941874,0.027897453762896533,440.7971628470876
-488.9242362412825,15.034932443734213,1.8448782383339808,25.389264380791936,4.145757801483886,0.003722617296330297,0.027679647269414773,642.2977086078201
-488.12908476459023,31.558249974486856,3.0797028913545437,42.614177946777836,7.380284018063457,0.0022174516552720303,0.027987485594598235,384.8193529602564
-488.1232992847474,31.987330783157006,3.0840937377254436,42.68426095864294,7.411830638915652,0.002215922048326955,0.02793397791303661,384.0998737229979
-488.00254885424965,36.8225271062106,3.427916873720885,47.451914729796506,8.312568247641481,0.0019935422118573126,0.027975920005014324,345.77153665908975
-488.32469463535614,25.577470990608965,2.70421676233531,37.432681171445886,6.349157523652318,0.0025295049044106134,0.027625677980353952,438.1652438114786
-488.12529505037514,31.18504005599809,3.120436719432422,43.22658423769132,7.433487885545299,0.002191383503143066,0.02806703832095676,379.85416458497446
-622.6997588248273,2.470336776941645,1.7038637465165751,17.348363150647838,1.9076341200460787,0.006435637408379289,0.0395908683345871,942.0132194574381
-488.0586564592576,34.18902914163288,3.290328766789973,45.574159894313546,7.921930227668769,0.00208150289630149,0.027863883046286207,360.2111451528222
-487.9968394373231,36.91150527704758,3.454085498658105,47.86795729652655,8.360728078195619,0.0019767325182213596,0.02806697276187313,342.96081508419144
-488.356258379699,24.245157696640103,2.6298733671537855,36.37719022434189,6.134422787683656,0.0026038271547540012,0.028061398842440313,450.88865430448794
-488.1894533070657,28.203348441937074,3.1087795027164136,43.18790812144278,7.222422145368379,0.0022107319106247523,0.02815996912925091,381.60323892710153
-488.16312624218887,29.408719318858903,3.191494174980966,44.49105703550725,7.432752308099812,0.0021417202658795542,0.028078012384357382,370.7787618198076
-488.2479923980099,26.66640937003636,2.9088844272261736,40.35117562048293,6.774052335005403,0.0023573005692563162,0.02810734613082674,407.6520015723911
-488.174229278083,29.075450760426257,3.05426496243569,42.36701187238308,7.1813378117750934,0.0022391052696678956,0.028113825100992074,388.1166078610444
-487.95960780791455,38.9764622579734,3.560205741759879,49.30675334037069,8.66855572212689,0.0019169962380681208,0.028049679521299928,332.8205070308116
-488.0635656002418,32.7079594212721,3.3988532607246498,47.179687894338336,8.026282502411537,0.0020156564277183176,0.02812982784673598,349.09472478810335
-489.622255202801,9.536410315456317,1.3487875631216673,18.354219406593344,2.8890250581488726,0.005101163291747979,0.027782886688042924,880.8368046232913
-490.0444238491429,8.170527436393908,1.1001253416198882,14.823094421906013,2.3916591287552977,0.006236786270697298,0.027237205478393024,1076.1361426783785
-488.29678101008614,25.434575087263863,2.7870309448856543,38.62915359311321,6.481341390236984,0.0024595894054824496,0.02806671687787509,425.4517481878226
-488.0408394006319,33.70281625960534,3.439554514018329,47.76619620837406,8.158303261106159,0.0019944762446350794,0.028068323417314422,344.7407252230084
-488.37855860084113,23.210834076283795,2.749275054789873,38.199391443028205,6.254192958085877,0.002507348013196059,0.028116066821564045,431.52927202789016
-488.49899257044615,21.101990462350862,2.3903485685802788,33.03487784061889,5.508106508020324,0.0028746445719636513,0.027925948760910358,496.09584477226383
-488.4365490017446,24.060263431154194,2.4083415852851915,33.15948241631085,5.734297159579224,0.002831236515699429,0.027836898695696076,491.8978465910172
-488.6549779587887,18.377927477205542,2.170783386392385,30.00047516236445,4.934787483439717,0.0031654695046518474,0.0279677410654663,545.8210084357594
-487.9565357986793,38.90180121393067,3.6072277071621093,50.011481052695835,8.751965935481524,0.0018855357696907792,0.028241129538707336,328.4230384358202
-488.64424036272084,18.75252619890593,2.1628110085700643,29.804279611704477,4.958781902400336,0.003181211293836139,0.027770622921297616,548.4824863193339
-488.26714437844464,28.118680927874763,2.730906517250214,37.74221679426572,6.545251172363371,0.00250313159061096,0.027881039510714415,433.36781821814907
