loglik,nu0,nuBot,T1,T2,misid,theta
-1399.4477837346974,0.8613024394535252,0.2374412130649059,0.0001,1.2878332463319273,0.06173069826331026,8170.7625564578075
-651.5426069762212,11.246009635880597,0.19134678649153858,1.9166486513720493,0.4909891712284944,0.016231869848706074,5703.688542198467
-653.0484094651674,3.610391215879675,0.1672659852414718,1.5866965153105776,0.3984299099496585,0.013326696947563003,6512.078298812348
-654.4378610811252,2.4630193866605277,0.1544673669585843,1.3835122815957195,0.3549827995684941,0.011375003313522673,7096.251616235324
-1050.5993585904632,0.8603570244346438,0.13098436204367028,0.1743201076558891,0.34662427405383894,0.03306053399012802,12090.416836884759
-2975.4225970035113,0.0001,0.25890665454969836,0.5590427658328811,0.40853254663463506,0.16314500829022172,9266.476929422397
-653.2310744517077,3.1858239891642133,0.16906027344921754,1.6147813198085124,0.39560428977298645,0.015457994118817545,6455.755322292117
-651.6039837463298,10.244099075858564,0.18974654435418126,1.8932022993878708,0.48520931084945623,0.016135769738876232,5753.387773312012
-655.7543060788197,1.7518973805802807,0.1577881267545617,1.477439593115999,0.33431787561798487,0.01727209709077404,6912.055262538066
-653.6346003071943,2.7533204969550584,0.1657923444486808,1.5733994147699588,0.38080645507183997,0.015398727457241197,6579.187765877644
-652.7704378915982,3.9067332726410826,0.17398165209980473,1.681833631810082,0.4162998109165977,0.015710774836717997,6273.7080211116945
-2101.7675007203525,1.651844150286911,0.2699396698231326,0.2693792135112572,2.3771847250436733,0.0729704502009564,5597.677521245796
-672.5051514553626,0.50456498071206,0.10908877005104688,0.7778031426191143,0.16946566600625476,0.004321284492742449,9974.282863126358
-654.6744912644258,2.057966410853249,0.15681768230244647,1.4471931710952155,0.34599385574054536,0.014704747177655129,6958.6404809278365
-659.0163968118321,1.0736204486124774,0.13679034120800132,1.1667730617853254,0.26493655240941905,0.013689861090040011,7991.735958800701
-655.0434337623085,1.9182063801789306,0.15715912178041316,1.4580029194341293,0.3412254746263881,0.0157820234781897,6943.77892826235
-655.9306502066682,1.6018719201991154,0.14939957597696835,1.345624476909556,0.31540130923192294,0.014216359144506082,7303.871201987917
-660.1940879549293,0.9612176984539766,0.13215544351353983,1.1055369526206584,0.2490892705292155,0.01289662385240218,8253.036454963905
-654.1670231875264,2.3457886582139786,0.16138407111596134,1.513048443256881,0.36250784413941045,0.015230652600464157,6758.730259640167
-652.1184309548943,5.95276436181752,0.1818213791394215,1.798299192130936,0.45050880817944267,0.016150871103660962,5984.760632285743
